,fighter,rank,odds,wins,losses,draw,td_pct,td_attempted,td_landed,sig_str_attempted,sig_str_landed,sig_str_pct,kd,tot_str_landed,tot_str_attempted,sub_attempts,pass,rev,age,Height_cms,Stance,Reach_cms,Weight_lbs,win_by_KO/TKO,win_by_Submission
0,Jorge Masvidal,3.0,190,17,7,0,0.0,0,0,125,66,0.52,0,88,157,0,0,0,36,180.34,Orthodox,187.96,170,7,1
1,Max Holloway,1.0,170,17,5,0,0.0,0,0,268,102,0.38,0,111,277,0,0,0,28,180.34,Orthodox,175.26,145,9,2
2,Jose Aldo,6.0,175,18,5,0,0.0,1,0,157,83,0.52,0,83,157,0,0,0,33,170.18,Orthodox,177.8,135,11,0
3,Rose Namajunas,2.0,-215,6,3,0,0.0,1,0,235,82,0.34,0,82,235,0,0,0,28,165.1,Orthodox,165.1,115,1,3
4,Paige VanZant,,500,5,3,0,0.0,0,0,5,3,0.6,0,4,6,0,0,0,26,162.56,Orthodox,165.1,115,2,2
5,Jiri Prochazka,,129,0,0,0,0.0,0,0,73,33,0.45,1,33,73,0,0,0,27,193.04,Orthodox,193.04,205,0,0
6,Muslim Salikhov,,-134,3,1,0,0.0,3,0,88,40,0.45,0,40,88,0,0,0,36,180.34,Orthodox,177.8,170,2,0
7,Danny Henry,,170,2,1,0,0.0,0,0,16,6,0.37,0,6,16,0,0,0,31,182.88,Orthodox,185.42,145,0,1
8,Roman Bogatov,,145,0,0,0,0.9,11,1,117,50,0.42,0,81,155,0,1,1,29,172.72,Orthodox,172.72,155,0,0
9,Maxim Grishin,,-112,0,0,0,0.0,0,0,32,18,0.56,0,54,71,0,0,0,36,190.5,Orthodox,198.12,265,0,0
10,Vanessa Melo,,195,0,2,0,0.0,2,0,135,45,0.33,0,78,168,0,0,0,32,165.1,Orthodox,165.1,135,0,0
11,Davey Grant,,130,2,3,0,0.5,4,2,177,74,0.41,1,87,191,1,1,0,34,172.72,Orthodox,175.26,135,0,0
12,Dan Hooker,5.0,180,10,4,0,0.44,9,4,253,155,0.61,0,182,283,0,0,0,30,182.88,Switch,190.5,155,6,2
13,Mickey Gall,,235,5,2,0,0.0,6,0,106,55,0.51,0,59,111,0,0,1,28,187.96,Switch,187.96,170,0,4
14,Kyle Daukaus,,235,0,0,0,0.6,5,3,58,34,0.58,0,92,127,0,4,1,27,190.5,Southpaw,193.04,185,0,0
15,Maurice Greene,,-230,3,2,0,0.0,0,0,137,63,0.45,0,64,139,1,0,0,33,200.66,Orthodox,203.2,258,1,1
16,Khama Worthy,,195,1,0,0,0.0,0,0,101,55,0.54,0,66,114,1,0,2,33,180.34,Orthodox,187.96,155,1,0
17,Tanner Boser,,-112,1,1,0,0.0,0,0,22,15,0.68,1,15,22,0,1,0,28,187.96,Orthodox,190.5,255,0,0
18,Julian Erosa,,325,1,4,0,0.5,6,3,206,103,0.5,0,107,210,1,0,0,30,185.42,Southpaw,187.96,145,0,0
19,Jason Witt,,215,0,0,0,0.0,1,0,5,2,0.4,0,2,5,0,0,0,33,177.8,Orthodox,177.8,170,0,0
20,Jinh Yu Frey,,138,0,0,0,0.0,0,0,46,26,0.56,0,27,48,0,0,0,35,157.48,Orthodox,157.48,115,0,0
21,Youssef Zalal,,-114,1,0,0,0.0,2,0,112,59,0.52,0,70,123,0,0,1,23,177.8,Switch,182.88,145,0,0
22,Alexander Volkov,7.0,325,5,1,0,0.5,2,1,77,31,0.4,0,127,177,0,0,0,31,200.66,Orthodox,203.2,250,2,0
23,Shane Burgos,10.0,-140,6,1,0,0.0,0,0,250,128,0.51,0,148,270,0,0,0,29,180.34,Orthodox,190.5,145,2,1
24,Marion Reneau,10.0,140,5,4,1,0.5,4,2,117,46,0.39,0,81,154,0,0,0,43,167.64,Orthodox,172.72,135,2,2
25,Lyman Good,,110,3,2,0,0.0,0,0,172,81,0.47,0,84,175,0,0,0,35,182.88,Orthodox,187.96,170,3,0
26,Roosevelt Roberts,,-240,4,1,0,0.0,0,0,2,1,0.5,0,7,8,0,0,0,26,187.96,Orthodox,185.42,155,0,2
27,Bobby Green,,-235,9,7,1,0.66,3,2,150,85,0.56,0,90,158,2,0,0,33,177.8,Orthodox,180.34,155,1,3
28,Brianna Van Buren,,-210,1,0,0,0.28,7,2,68,34,0.5,0,37,71,0,1,0,26,152.4,Southpaw,157.48,115,0,0
29,Oskar Piechota,,-120,2,3,0,0.0,1,0,84,37,0.44,0,38,85,0,0,0,30,182.88,Southpaw,193.04,185,1,0
30,Gillian Robertson,,-120,4,2,0,0.75,4,3,50,21,0.42,0,41,72,1,5,0,25,165.1,Orthodox,160.02,125,1,3
31,Justin Jaynes,,280,0,0,0,0.0,0,0,30,16,0.53,1,16,30,0,0,0,30,170.18,Orthodox,170.18,155,0,0
32,Lauren Murphy,7.0,105,4,4,0,0.66,3,2,158,72,0.45,0,92,178,0,1,0,36,165.1,Orthodox,170.18,125,2,0
33,Max Rohskopf,,-185,0,0,0,0.33,6,2,54,17,0.31,0,17,55,1,2,0,25,185.42,Orthodox,187.96,155,0,0
34,Cynthia Calvillo,,-130,5,1,1,0.57,7,4,237,113,0.47,0,150,294,0,8,0,32,162.56,Orthodox,162.56,115,0,3
35,Marvin Vettori,,-230,4,2,1,0.66,3,2,64,45,0.7,0,60,79,2,2,0,26,182.88,Southpaw,187.96,185,0,1
36,Kevin Aguilar,,-185,2,2,0,0.0,2,0,135,53,0.39,0,53,135,0,0,0,31,170.18,Orthodox,185.42,155,0,0
37,Charles Jourdain,,200,1,1,0,0.0,0,0,138,62,0.44,1,65,142,0,0,0,24,175.26,Switch,175.26,145,1,0
38,Mark De La Rosa,,157,2,4,0,0.0,3,0,118,37,0.31,0,43,127,0,0,0,25,167.64,Orthodox,165.1,135,0,1
39,Hannah Cifers,,305,2,3,0,0.0,0,0,32,11,0.34,0,14,36,0,0,0,27,154.94,Orthodox,157.48,115,0,0
40,Gustavo Lopez,,635,0,0,0,0.0,0,0,57,14,0.24,0,49,103,0,0,0,30,165.1,Orthodox,170.18,135,0,0
41,Gina Mazany,,485,1,3,0,0.0,1,0,4,2,0.5,0,2,4,0,0,0,31,167.64,Southpaw,172.72,135,0,0
42,Zarrukh Adashev,,125,0,0,0,0.0,0,0,6,2,0.33,0,2,6,0,0,0,27,165.1,Southpaw,165.1,125,0,0
43,Christian Aguilera,,170,0,0,0,0.0,0,0,23,10,0.43,0,10,23,0,0,0,28,175.26,Switch,182.88,170,0,0
44,Gilbert Burns,6.0,150,11,3,0,0.25,8,2,138,83,0.6,0,156,211,1,3,0,33,177.8,Orthodox,180.34,170,3,4
45,Augusto Sakai,13.0,-115,3,0,0,0.0,0,0,161,78,0.48,0,89,174,0,0,0,29,190.5,Orthodox,195.58,265,2,0
46,Spike Carlyle,,110,1,0,0,0.5,6,3,66,37,0.56,0,64,102,0,4,3,27,172.72,Switch,180.34,145,1,0
47,Brok Weaver,,300,1,0,0,0.0,0,0,48,14,0.29,0,26,62,0,0,0,28,182.88,Southpaw,185.42,155,0,0
48,Hannah Cifers,,335,2,2,0,0.0,0,0,26,7,0.26,0,11,31,0,0,0,27,154.94,Orthodox,157.48,115,0,0
49,Antonina Shevchenko,12.0,-130,2,1,0,0.0,0,0,64,25,0.39,0,37,76,0,0,0,35,172.72,Southpaw,170.18,125,0,1
50,Gabe Green,,275,0,0,0,0.0,0,0,273,127,0.46,0,127,273,0,0,0,27,177.8,Switch,185.42,170,0,0
51,Klidson Abreu,,-103,1,2,0,0.0,0,0,7,5,0.71,0,5,7,0,0,0,27,182.88,Orthodox,187.96,205,0,0
52,Brandon Royval,,142,0,0,0,1.0,1,1,33,16,0.48,0,22,41,2,3,1,27,175.26,Southpaw,172.72,125,0,0
53,Casey Kenney,,-270,2,1,0,0.0,0,0,52,32,0.61,0,32,52,1,0,0,29,170.18,Southpaw,172.72,135,0,0
54,Vince Morales,,-110,1,2,0,0.0,0,0,27,8,0.29,0,8,27,0,0,0,29,170.18,Orthodox,177.8,145,0,0
55,Walt Harris,9.0,-155,6,7,0,0.0,0,0,48,25,0.52,1,25,48,0,0,0,36,195.58,Southpaw,195.58,250,0,0
56,Angela Hill,,215,7,8,0,0.0,0,0,176,90,0.51,1,93,179,0,0,0,35,160.02,Orthodox,162.56,115,0,0
57,Edson Barboza,,-132,14,9,0,0.0,0,0,144,80,0.55,1,87,152,0,0,0,34,180.34,Orthodox,190.5,145,0,0
58,Marlon Vera,,170,9,5,0,0.66,3,2,164,92,0.56,0,115,187,0,1,0,27,172.72,Switch,177.8,145,0,0
59,Irwin Rivera,,335,0,1,0,0.0,4,0,94,34,0.36,0,35,95,0,0,0,31,167.64,Southpaw,0.0,145,0,0
60,Mara Romero Borella,,160,2,4,0,0.5,2,1,7,5,0.71,0,21,24,0,0,0,33,167.64,Orthodox,175.26,125,0,0
61,Don'Tale Mayes,,-105,0,2,0,0.0,0,0,48,27,0.56,0,42,65,0,0,0,28,198.12,Orthodox,205.74,260,0,0
62,Glover Teixeira,8.0,155,16,6,0,0.5,2,1,226,138,0.61,1,202,297,0,5,0,40,187.96,Orthodox,193.04,205,7,6
63,Ovince Saint Preux,,-132,18,9,0,0.0,0,0,82,42,0.51,1,46,87,0,0,0,37,190.5,Southpaw,203.2,230,8,5
64,Drew Dober,,-120,9,5,0,0.0,0,0,145,61,0.42,0,65,149,0,0,0,31,172.72,Southpaw,177.8,155,5,1
65,Ray Borg,,150,7,4,0,0.0,2,0,91,47,0.51,0,53,98,0,0,1,26,162.56,Orthodox,160.02,135,0,2
66,Philipe Lins,,-150,0,0,0,0.0,0,0,99,41,0.41,0,41,99,0,0,0,34,187.96,Orthodox,198.12,240,0,0
67,Thiago Moises,,-110,1,2,0,0.0,3,0,16,1,0.6,0,1,16,1,0,0,25,175.26,Orthodox,177.8,155,0,0
68,Sarah Moras,,310,3,4,0,0.0,1,0,138,44,0.31,0,84,179,0,0,0,32,170.18,Orthodox,170.18,135,1,1
69,Omar Morales,,-185,1,0,0,0.0,0,0,215,63,0.29,0,63,215,0,0,0,34,180.34,Orthodox,185.42,155,0,0
70,Brian Kelleher,,170,4,3,0,0.0,4,0,99,29,0.29,1,32,102,0,0,0,33,167.64,Switch,167.64,145,1,2
71,Ike Villanueva,,140,0,0,0,0.0,0,0,54,16,0.29,0,16,54,0,0,0,36,185.42,Orthodox,185.42,225,0,0
72,Charles Oliveira,13.0,135,16,8,0,0.0,1,0,65,43,0.66,0,51,73,2,0,1,30,177.8,Orthodox,187.96,155,2,13
73,Gilbert Burns,12.0,-170,10,3,0,0.0,0,0,16,13,0.81,1,14,17,0,0,0,33,177.8,Orthodox,180.34,170,2,4
74,Damir Hadzovic,,315,3,3,0,0.0,0,0,5,1,0.2,0,1,5,0,0,0,33,175.26,Orthodox,177.8,155,2,0
75,Nikita Krylov,12.0,127,7,5,0,0.37,8,3,58,45,0.77,0,128,148,0,4,1,28,190.5,Orthodox,195.58,205,3,4
76,John Makdessi,,150,10,6,0,0.0,0,0,123,67,0.54,0,68,124,0,0,0,34,172.72,Orthodox,172.72,155,3,0
77,Brandon Moreno,5.0,140,4,2,1,0.0,2,0,82,33,0.4,0,94,147,0,1,1,26,170.18,Orthodox,177.8,125,0,2
78,Randa Markos,,315,6,6,1,1.0,1,1,77,36,0.46,0,56,99,0,0,0,34,162.56,Orthodox,160.02,115,0,1
79,Maryna Moroz,,130,4,3,0,0.25,8,2,247,139,0.56,0,176,298,0,1,0,28,170.18,Orthodox,170.18,125,0,1
80,David Dvorak,,100,0,0,0,0.0,1,0,133,67,0.5,0,92,161,0,1,2,27,165.1,Orthodox,172.72,125,0,0
81,Bea Malecki,,145,1,0,0,0.0,0,0,247,130,0.52,0,190,326,0,2,0,28,175.26,Orthodox,187.96,135,0,1
82,Deiveson Figueiredo,3.0,130,6,1,0,1.0,1,1,49,25,0.51,1,25,49,1,0,0,32,165.1,Orthodox,172.72,125,3,1
83,Zarah Fairn,,585,0,1,0,0.0,0,0,28,13,0.46,0,14,29,0,0,0,33,172.72,Orthodox,182.88,145,0,0
84,Magomed Ankalaev,,-225,3,1,0,0.0,0,0,12,8,0.66,0,8,12,0,0,0,27,190.5,Orthodox,190.5,205,2,0
85,Norma Dumont,,205,0,0,0,0.33,3,1,16,5,0.31,0,14,25,0,0,0,29,170.18,Orthodox,170.18,135,0,0
86,Darrick Minner,,380,0,0,0,1.0,1,1,7,4,0.57,0,26,29,2,0,1,29,170.18,Orthodox,177.8,145,0,0
87,Kyler Phillips,,110,0,0,0,0.5,4,2,168,89,0.52,0,112,195,1,4,0,24,172.72,Orthodox,179.0,135,0,0
88,Tom Breese,,-130,4,1,0,0.0,1,0,5,4,0.8,0,5,6,0,0,0,28,190.5,Southpaw,185.42,185,3,0
89,Steve Garcia,,230,0,0,0,1.0,1,1,39,21,0.53,0,98,153,1,0,0,27,182.88,Southpaw,190.5,155,0,0
90,Serghei Spivac,,-120,1,1,0,0.0,1,0,83,26,0.31,0,40,101,0,0,0,35,190.5,Orthodox,198.12,260,0,1
91,TJ Brown,,115,0,0,0,1.0,7,7,47,32,0.68,0,91,119,0,4,0,29,175.26,Switch,182.88,145,0,0
92,Spike Carlyle,,165,0,0,0,0.0,0,0,29,20,0.68,0,29,38,0,1,0,26,170.18,Switch,180.34,145,0,0
93,Ismail Naurdiev,,-125,2,1,0,0.0,1,0,87,37,0.42,0,38,88,0,0,0,23,177.8,Orthodox,187.96,170,0,0
94,Dan Hooker,7.0,-150,9,4,0,0.2,5,1,221,122,0.55,0,133,234,0,1,0,30,182.88,Switch,190.5,155,6,2
95,Magomed Mustafaev,,-140,3,1,0,0.72,11,8,46,28,0.6,0,36,56,0,0,0,31,172.72,Orthodox,180.34,155,3,0
96,Zubaira Tukhugov,,-105,3,1,1,0.0,0,0,36,28,0.77,2,28,37,0,0,0,29,172.72,Orthodox,172.72,145,1,0
97,Emil Meek,,170,1,2,0,0.0,1,0,118,50,0.42,0,85,162,0,0,0,31,180.34,Switch,187.96,170,0,0
98,Angela Hill,,-175,6,7,0,0.25,4,1,126,48,0.38,0,70,163,1,1,0,35,160.02,Orthodox,162.56,115,2,0
99,Shana Dobson,,-220,1,2,0,0.0,0,0,11,5,0.45,0,5,11,0,0,0,30,167.64,Orthodox,175.26,125,1,0
100,Junior Dos Santos,3.0,180,15,4,0,0.0,0,0,6,4,0.66,0,4,6,0,0,0,35,193.04,Orthodox,195.58,238,10,0
101,Joseph Benavidez,2.0,-125,20,5,0,0.0,0,0,115,50,0.43,1,72,138,0,1,0,34,162.56,Southpaw,165.1,125,5,4
102,Vinc Pichel,,205,4,2,0,0.5,6,3,101,60,0.59,0,81,122,1,6,1,36,177.8,Orthodox,182.88,155,1,0
103,Marco Polo Reyes,,345,4,2,0,0.0,1,0,14,5,0.35,0,5,14,0,0,0,34,180.34,Orthodox,180.34,155,3,0
104,Paul Craig,,290,3,3,0,0.0,1,0,13,7,0.53,0,21,28,0,0,0,31,190.5,Orthodox,193.04,205,0,3
105,Journey Newson,,315,0,0,0,0.0,1,0,123,38,0.3,0,41,127,1,0,0,30,165.1,Orthodox,170.18,135,0,0
106,Vinicius Moreira,,250,0,1,0,0.0,5,0,3,2,0.66,0,2,3,0,0,0,30,193.04,Orthodox,193.04,205,0,0
107,Dan Moret,,290,0,2,0,1.0,2,2,73,34,0.46,0,37,78,1,4,0,32,182.88,Southpaw,185.42,155,0,0
108,Dequan Townsend,,335,0,0,0,0.0,0,0,30,13,0.43,0,32,50,0,0,0,33,190.5,Orthodox,200.66,205,0,0
109,Amanda Ribas,,155,0,0,0,0.4,5,2,41,21,0.51,0,67,92,2,3,0,25,160.02,Orthodox,167.64,115,0,0
110,Junior Albini,,105,1,3,0,0.0,0,0,44,19,0.43,0,22,47,0,0,0,28,190.5,Orthodox,187.96,264,1,0
111,Chan Sung Jung,12.0,180,4,4,0,0.0,0,0,24,16,0.66,1,18,26,0,2,0,32,170.18,Orthodox,182.88,145,2,2
112,Randy Brown,,195,4,3,0,0.0,0,0,152,89,0.58,1,91,154,0,0,0,28,190.5,Orthodox,198.12,170,1,1
113,Anderson Dos Santos,,120,0,1,0,0.22,9,2,132,35,0.26,0,63,163,0,4,0,33,165.1,Orthodox,177.8,135,0,0
114,Montana De La Rosa,11.0,160,3,0,0,0.41,12,5,107,14,0.13,0,40,136,1,0,0,24,170.18,Orthodox,172.72,125,0,3
115,Alessio Di Chirico,,190,3,2,0,0.5,4,2,84,51,0.6,0,62,97,0,0,0,29,182.88,Orthodox,187.96,185,1,0
116,Kevin Aguilar,,-140,2,0,0,1.0,1,1,104,33,0.31,0,65,136,0,0,1,30,170.18,Orthodox,185.42,145,0,0
117,Syuri Kondo,,120,1,2,0,0.0,0,0,40,23,0.57,0,35,56,1,0,0,30,162.56,Orthodox,167.64,115,0,0
118,Luis Pena,,-380,2,1,0,1.0,1,1,148,87,0.58,0,98,160,1,7,1,25,190.5,Southpaw,190.5,155,0,1
119,Jairzinho Rozenstruik,,-230,1,0,0,0.0,0,0,4,4,1.0,1,4,4,0,0,0,31,193.04,Orthodox,198.12,242,1,0
120,Molly McCann,,215,1,1,0,1.0,2,2,213,108,0.5,0,109,214,0,2,0,29,162.56,Orthodox,157.48,125,0,0
121,Eric Spicely,,300,2,4,0,0.0,0,0,224,108,0.48,0,108,224,0,0,0,32,185.42,Orthodox,185.42,185,0,2
122,Jan Blachowicz,6.0,195,8,5,0,0.0,0,0,31,13,0.41,1,13,31,0,0,0,36,187.96,Orthodox,198.12,205,2,2
123,Michel Pereira,,-155,1,1,0,1.0,2,2,91,53,0.58,1,56,94,0,0,0,26,185.42,Orthodox,185.42,170,1,0
124,Mara Romero Borella,13.0,155,2,1,0,0.5,2,1,53,23,0.43,0,64,99,0,0,0,33,167.64,Orthodox,175.26,125,0,1
125,Kazula Vargas,,230,0,1,0,0.5,2,1,29,15,0.51,0,50,64,0,0,0,34,172.72,Southpaw,180.34,155,0,0
126,Ray Borg,,-150,6,4,0,0.52,19,10,45,35,0.77,0,60,74,0,6,0,26,162.56,Orthodox,160.02,135,0,2
127,Yancy Medeiros,,100,8,6,0,0.0,1,0,193,68,0.35,0,68,193,0,0,0,32,177.8,Orthodox,190.5,155,3,3
128,Daniel Rodriguez,,285,0,0,0,0.0,0,0,121,49,0.4,1,49,121,1,0,0,33,185.42,Southpaw,190.5,170,0,0
129,Nathaniel Wood,,-150,3,0,0,1.0,1,1,99,46,0.46,0,68,124,0,0,0,26,167.64,Orthodox,175.26,135,0,3
130,Scott Holtzman,,-135,6,3,0,1.0,1,1,197,88,0.44,0,120,231,0,1,0,36,175.26,Orthodox,175.26,155,2,1
131,Dequan Townsend,,325,0,2,0,0.0,0,0,36,6,0.16,0,37,69,0,0,0,33,190.5,Orthodox,200.66,205,0,0
132,Merab Dvalishvili,,-170,2,2,0,0.5,24,12,181,63,0.34,0,114,241,0,3,0,29,167.64,Orthodox,172.72,135,0,0
133,Shanna Young,,550,0,0,0,0.0,1,0,71,40,0.56,0,50,83,0,1,0,28,170.18,Orthodox,165.1,135,0,0
134,Raulian Paiva,14.0,-245,0,2,0,0.0,0,0,126,54,0.42,1,67,139,0,0,0,24,172.72,Orthodox,175.26,125,0,0
135,Ricky Simon,15.0,-355,3,0,0,0.0,0,0,8,4,0.5,0,4,8,0,0,0,26,167.64,Orthodox,175.26,135,1,0
136,Mirsad Bektic,12.0,-170,6,1,0,0.0,0,0,65,10,0.15,0,10,65,0,0,0,28,172.72,Orthodox,177.8,145,2,1
137,Wellington Turman,,180,0,0,0,0.57,7,4,51,25,0.49,0,38,67,2,7,0,22,182.88,Orthodox,182.88,185,0,0
138,Cezar Ferreira,,180,9,5,0,0.0,5,0,88,39,0.44,0,41,90,0,0,0,34,185.42,Southpaw,198.12,185,0,3
139,Sheymon Moraes,,140,2,2,0,0.0,0,0,22,11,0.5,0,11,22,0,0,0,28,172.72,Orthodox,182.88,145,0,0
140,Nicco Montano,,210,1,0,0,0.6,5,3,79,38,0.48,0,59,103,0,5,0,30,165.1,Southpaw,165.1,135,0,0
141,Ryan Hall,,-105,3,0,0,0.0,1,0,83,36,0.43,2,40,93,1,0,1,34,177.8,Orthodox,177.8,145,0,1
142,Jonathan Martinez,,180,1,1,0,0.0,0,0,113,32,0.28,1,32,113,0,0,0,25,172.72,Southpaw,177.8,135,0,0
143,Brianna Van Buren,,-105,0,0,0,0.75,4,3,187,72,0.38,0,88,204,0,0,0,25,152.4,Southpaw,157.48,115,0,0
144,Vince Morales,,-105,1,1,0,0.0,0,0,147,64,0.43,1,67,150,0,0,0,28,170.18,Orthodox,177.8,135,0,0
145,Leon Edwards,12.0,-110,9,2,0,0.3,10,3,215,92,0.42,0,113,244,0,2,0,27,187.96,Southpaw,187.96,170,2,1
146,Walt Harris,14.0,-150,5,6,0,0.0,0,0,7,4,0.57,1,4,7,0,0,0,36,195.58,Southpaw,195.58,250,5,0
147,Juan Adams,,-115,1,1,0,0.0,1,0,7,3,0.42,0,3,7,0,0,0,27,195.58,Orthodox,203.2,265,1,0
148,Dan Hooker,,-125,7,4,0,0.0,0,0,41,22,0.53,1,22,41,0,0,0,29,182.88,Switch,190.5,155,5,2
149,Francisco Trinaldo,,210,13,5,0,0.0,0,0,52,25,0.48,0,28,55,0,0,0,30,175.26,Southpaw,177.8,155,4,2
150,Ben Rothwell,,-175,13,6,0,0.0,1,0,177,70,0.39,0,75,183,0,0,0,37,193.04,Orthodox,198.12,265,8,2
151,Steven Peterson,,-105,1,2,0,1.0,2,2,218,67,0.3,0,87,241,0,2,0,29,177.8,Orthodox,177.8,145,0,0
152,Irene Aldana,10.0,-135,3,2,0,0.0,0,0,184,52,0.28,0,75,208,0,0,0,31,175.26,Orthodox,172.72,135,0,1
153,Klidson Abreu,,-165,0,1,0,0.33,3,1,89,36,0.4,0,61,115,0,1,0,26,182.88,Orthodox,187.96,205,0,0
154,Jennifer Maia,6.0,-130,1,1,0,0.0,0,0,174,83,0.47,0,111,205,0,0,0,30,162.56,Orthodox,162.56,125,0,0
155,Gabriel Silva,,160,0,0,0,0.16,6,1,16,8,0.5,0,58,76,0,1,1,24,167.64,Orthodox,180.34,135,0,0
156,Jin Soo Son,,-170,0,1,0,0.4,5,2,200,95,0.47,0,106,213,0,1,0,26,167.64,Orthodox,175.26,135,0,0
157,Felipe Colares,,325,0,1,0,0.25,8,2,42,23,0.54,0,92,132,0,1,0,35,172.72,Orthodox,175.26,135,0,0
158,Frankie Edgar,4.0,275,17,6,1,0.6,15,1,264,96,0.36,0,96,264,0,0,0,37,167.64,Orthodox,172.72,145,5,2
159,Niko Price,,275,5,2,0,0.0,2,0,57,24,0.42,1,42,79,0,1,1,29,182.88,Orthodox,193.04,170,3,2
160,Arman Tsarukyan,,-165,0,1,0,0.18,11,2,105,47,0.44,0,110,174,0,0,0,22,170.18,Orthodox,182.88,155,0,0
161,Viviane Araujo,,-190,1,0,0,1.0,2,2,148,67,0.45,0,79,162,0,0,0,32,162.56,Orthodox,172.72,125,1,0
162,Yoshinori Horie,,350,0,0,0,0.0,1,0,79,39,0.49,0,41,81,0,0,0,24,172.72,Orthodox,177.8,145,0,0
163,Deiveson Figueiredo,4.0,120,4,1,0,0.66,3,2,113,67,0.59,1,71,117,0,2,0,31,165.1,Orthodox,172.72,125,3,0
164,Sarah Frota,,130,0,1,0,0.0,0,0,20,9,0.45,0,33,46,0,0,0,32,167.64,Southpaw,175.26,125,0,0
165,Kyle Stewart,,120,0,1,0,0.0,8,0,64,23,0.35,0,68,119,0,0,0,30,182.88,Orthodox,193.04,170,0,0
166,Liz Carmouche,3.0,700,7,6,0,0.0,4,0,76,18,0.23,0,132,191,0,0,0,35,167.64,Orthodox,167.64,125,2,0
167,Ilir Latifi,9.0,165,7,4,0,0.2,5,1,60,18,0.3,0,20,62,0,0,0,36,177.8,Orthodox,185.42,205,3,2
168,Oskar Piechota,,185,2,1,0,0.0,0,0,43,22,0.51,0,51,76,0,0,0,29,182.88,Southpaw,193.04,185,1,0
169,Bobby Moffett,,145,1,1,0,0.0,1,0,236,90,0.38,0,98,247,0,0,0,29,177.8,Orthodox,185.42,145,0,1
170,Aleksei Kunchenko,,-140,2,0,0,0.0,1,0,102,47,0.46,0,115,172,0,0,0,35,172.72,Orthodox,177.8,170,0,0
171,Marina Rodriguez,,140,1,0,1,0.25,4,1,167,84,0.5,0,98,186,1,0,0,32,167.64,Orthodox,165.1,115,0,0
172,Raulian Paiva,13.0,-120,0,1,0,0.0,0,0,15,3,0.2,0,7,19,0,0,0,23,172.72,Orthodox,175.26,125,0,0
173,Chris Gutierrez,,155,1,1,0,0.5,2,1,86,48,0.55,0,49,87,0,0,1,28,175.26,Orthodox,170.18,135,0,0
174,Alex Da Silva,,-280,0,1,0,0.75,4,3,39,17,0.43,0,88,130,0,4,0,23,172.72,Orthodox,185.42,155,0,0
175,Polyana Viana,,110,1,2,0,1.0,1,1,3,1,0.33,0,1,3,0,1,0,27,165.1,Orthodox,170.18,115,0,1
176,Stipe Miocic,1.0,125,12,3,0,0.33,3,1,229,123,0.53,1,135,244,0,0,0,36,193.04,Orthodox,203.2,240,8,0
177,Nate Diaz,,100,18,10,0,1.0,1,1,201,114,0.56,1,205,306,0,4,1,34,182.88,Southpaw,193.04,170,4,11
178,Paulo Costa,7.0,145,4,0,0,0.0,0,0,213,118,0.55,1,118,213,0,0,0,28,185.42,Orthodox,182.88,185,4,0
179,Sodiq Yusuff,,-275,2,0,0,0.0,0,0,79,34,0.43,1,34,79,0,0,0,26,175.26,Orthodox,180.34,145,1,0
180,Ian Heinisch,10.0,-160,2,0,0,0.0,8,0,143,58,0.4,0,65,150,0,0,0,31,180.34,Orthodox,182.88,185,0,0
181,Khama Worthy,,650,0,0,0,0.0,0,0,51,21,0.41,1,21,51,0,0,0,32,180.34,Orthodox,187.96,155,0,0
182,Cory Sandhagen,9.0,-260,4,0,0,0.0,1,0,116,62,0.53,0,78,135,0,0,1,27,180.34,Switch,177.8,135,2,1
183,Drakkar Klose,,-190,4,1,0,0.28,7,2,160,99,0.61,0,159,223,0,2,0,31,175.26,Orthodox,177.8,155,0,0
184,Casey Kenney,,150,1,0,0,1.0,2,2,69,43,0.62,0,56,85,1,7,1,28,170.18,Southpaw,172.72,135,0,0
185,Jodie Esquibel,,245,0,3,0,0.37,8,3,130,43,0.33,0,69,157,0,0,0,33,154.94,Orthodox,162.56,115,0,0
186,Brandon Davis,,165,2,3,0,1.0,1,1,187,77,0.41,0,114,231,0,0,0,29,177.8,Orthodox,182.88,135,0,1
187,Shana Dobson,,125,1,1,0,0.0,0,0,99,33,0.33,0,102,176,0,0,0,30,167.64,Orthodox,175.26,125,1,0
188,Mark De La Rosa,14.0,160,2,2,0,0.14,7,1,195,60,0.3,0,63,198,0,0,0,25,167.64,Orthodox,165.1,135,0,1
189,Anthony Hernandez,,-145,0,1,0,0.66,9,6,110,59,0.53,0,74,129,1,1,0,25,182.88,Orthodox,190.5,185,0,0
190,Andre Soukhamthath,,-160,2,4,0,0.0,3,0,72,23,0.31,0,27,76,0,0,0,30,175.26,Orthodox,177.8,135,1,0
191,Thiago Moises,,180,1,1,0,0.0,3,0,114,36,0.31,0,37,115,0,0,0,24,175.26,Orthodox,177.8,155,0,0
192,Danaa Batgerel,,100,0,0,0,0.0,1,0,230,85,0.36,0,119,269,0,0,0,30,170.18,Orthodox,177.8,135,0,0
193,Lara Procopio,,-105,0,0,0,0.0,5,0,290,165,0.56,0,169,294,0,0,0,23,162.56,Orthodox,170.18,135,0,0
194,Justin Gaethje,5.0,-185,3,2,0,0.0,0,0,61,40,0.65,1,40,61,0,0,0,30,180.34,Orthodox,177.8,155,3,0
