,fighter,rank,odds,wins,losses,draw,td_pct,td_attempted,td_landed,sig_str_attempted,sig_str_landed,sig_str_pct,kd,tot_str_landed,tot_str_attempted,sub_attempts,pass,rev,age,Height_cms,Stance,Reach_cms,Weight_lbs,win_by_KO/TKO,win_by_Submission
1411,Bryan Caraway,12.0,120,4,2,0,0.0,12,0,190,61,0.32,0,72,206,0,0,0,30,172.72,Orthodox,172.72,135,0,4
1412,James Krause,,170,2,3,0,1.0,1,1,15,10,0.66,0,10,15,1,1,0,29,187.96,Orthodox,185.42,170,1,1
1413,Andrew Holbrook,,135,0,0,0,0.0,3,0,39,20,0.51,0,73,99,2,0,1,29,180.34,Southpaw,177.8,155,0,0
1414,Elizabeth Phillips,,-150,0,2,0,0.5,4,2,101,49,0.48,0,83,140,1,6,0,28,167.64,Orthodox,165.1,135,0,0
1415,Dominique Steele,,340,0,0,0,0.0,0,0,2,2,1.0,0,2,2,0,0,0,27,177.8,Orthodox,187.96,170,0,0
1416,Thales Leites,10.0,115,10,3,0,0.25,4,1,194,79,0.4,0,80,197,0,0,0,33,185.42,Orthodox,198.12,185,2,4
1417,Evan Dunham,,205,8,6,0,0.38,13,5,48,26,0.54,0,88,119,1,2,0,33,177.8,Southpaw,177.8,155,1,1
1418,Ivan Jorge,,650,2,1,0,0.0,2,0,15,7,0.46,0,13,23,0,0,0,34,175.26,Orthodox,185.42,155,0,0
1419,Cortney Casey,,190,0,0,0,0.0,0,0,92,57,0.61,0,106,147,0,0,0,28,170.18,Orthodox,170.18,115,0,0
1420,Pawel Pawlak,,325,1,1,0,0.0,4,0,78,24,0.3,0,65,120,0,0,0,26,182.88,Orthodox,185.42,170,0,0
1421,Leonardo Mafra,,185,1,2,0,0.0,0,0,40,23,0.57,0,24,41,0,0,0,26,177.8,Orthodox,177.8,155,0,0
1422,Vaughan Lee,,125,3,4,0,0.0,0,0,51,27,0.52,0,52,79,1,2,0,32,167.64,Orthodox,167.64,125,0,1
1423,Hans Stringer,,195,1,1,0,0.0,0,0,5,2,0.4,0,2,5,0,0,0,28,190.5,Orthodox,185.42,205,0,0
1424,Teemu Packalen,,-140,0,0,0,0.27,11,3,61,35,0.57,0,41,70,1,9,0,28,185.42,Orthodox,182.88,155,0,0
1425,Jimmie Rivera,,-140,0,0,0,0.0,0,0,27,15,0.55,1,15,27,0,0,0,26,162.56,Orthodox,172.72,135,0,0
1426,Chris de la Rocha,,120,0,0,0,0.0,0,0,12,1,0.8,0,1,12,0,0,0,36,190.5,Orthodox,203.2,250,0,0
1427,Todd Duffee,,-190,3,1,0,0.0,0,0,24,9,0.37,0,9,24,0,0,0,29,190.5,Orthodox,200.66,260,3,0
1428,Tony Ferguson,11.0,-270,8,1,0,0.0,1,0,149,83,0.55,1,101,167,2,0,1,31,180.34,Orthodox,193.04,155,2,3
1429,Marion Reneau,11.0,215,2,0,0,0.0,0,0,75,26,0.34,0,32,82,0,0,0,38,167.64,Orthodox,172.72,135,0,1
1430,Manvel Gamburyan,,-200,5,7,0,0.38,13,5,95,42,0.44,1,65,128,2,0,0,34,165.1,Orthodox,170.18,135,0,3
1431,James Moontasri,,285,1,1,0,0.0,0,0,18,6,0.33,0,6,18,0,0,0,27,177.8,Switch,180.34,170,0,1
1432,Matt Dwyer,,400,1,1,0,0.0,1,0,117,29,0.24,1,34,122,0,0,0,25,193.04,Orthodox,193.04,170,1,0
1433,Yaotzin Meza,,225,2,3,0,0.11,9,1,37,18,0.48,0,39,60,1,1,0,34,175.26,Orthodox,187.96,145,0,1
1434,Sarah Moras,,400,1,0,0,0.0,8,0,56,18,0.32,0,23,61,1,1,0,27,170.18,Orthodox,170.18,135,0,0
1435,Masanori Kanehara,,-135,1,0,0,0.0,0,0,44,24,0.54,0,136,157,0,0,1,32,170.18,Orthodox,170.18,135,0,0
1436,Sean Strickland,,-470,2,1,0,1.0,3,3,169,71,0.42,1,87,188,2,1,0,24,185.42,Orthodox,193.04,170,0,1
1437,Ildemar Alcantara,,-140,4,2,0,0.0,0,0,66,20,0.3,0,20,67,0,2,0,32,187.96,Orthodox,198.12,185,0,1
1438,Lyman Good,,-270,0,0,0,0.0,0,0,106,55,0.51,1,64,115,0,1,0,30,182.88,Orthodox,187.96,170,0,0
1439,Stephen Thompson,,-245,5,1,0,0.33,3,1,35,20,0.57,2,29,47,0,1,0,32,182.88,Orthodox,190.5,170,3,0
1440,Hayder Hassan,,200,0,0,0,0.0,0,0,11,3,0.27,0,7,15,0,0,0,32,177.8,Orthodox,177.8,170,0,0
1441,Vicente Luque,,-185,0,0,0,0.0,0,0,57,28,0.49,0,50,79,1,0,0,23,180.34,Orthodox,190.5,170,0,0
1442,Cezar Ferreira,,170,4,2,0,0.33,3,1,18,7,0.38,0,9,20,0,1,0,30,185.42,Southpaw,198.12,185,0,1
1443,Michelle Waterson,,-1000,0,0,0,1.0,3,3,60,47,0.78,0,102,120,4,9,0,29,160.02,Orthodox,157.48,115,0,0
1444,Mike de la Torre,,-175,1,2,0,0.0,0,0,5,1,0.2,0,1,5,0,0,0,28,180.34,Orthodox,180.34,145,1,0
1445,Caio Magalhaes,,-120,4,1,0,0.0,0,0,8,3,0.37,0,5,10,0,0,0,27,185.42,Orthodox,185.42,185,2,1
1446,Jerrod Sanders,,375,0,2,0,0.37,8,3,22,15,0.68,0,47,57,3,8,1,35,172.72,Orthodox,182.88,135,0,0
1447,Trevor Smith,,-115,2,3,0,0.33,3,1,76,51,0.67,0,149,180,0,2,0,34,190.5,Orthodox,190.5,185,0,0
1448,Dominic Waters,,210,0,0,0,1.0,5,5,53,13,0.24,0,32,72,0,4,0,26,185.42,Orthodox,200.66,170,0,0
1449,Willie Gates,,-130,0,1,0,0.0,0,0,33,19,0.57,1,21,35,0,0,0,28,172.72,Orthodox,177.8,125,0,0
1450,Conor McGregor,3.0,-190,5,0,0,0.0,0,0,92,46,0.5,1,74,120,0,0,0,26,175.26,Southpaw,187.96,155,4,0
1451,Rory MacDonald,2.0,-165,9,2,0,0.0,4,0,222,86,0.38,0,87,223,0,0,0,25,182.88,Orthodox,193.04,170,3,1
1452,Jeremy Stephens,11.0,205,10,10,0,0.0,2,0,73,38,0.52,2,39,74,0,0,0,29,172.72,Orthodox,180.34,145,4,0
1453,Brandon Thatch,,-170,2,1,0,0.0,0,0,14,8,0.57,0,8,14,0,0,0,29,187.96,Switch,187.96,170,2,0
1454,Thomas Almeida,14.0,-700,2,0,0,0.0,0,0,55,24,0.43,1,24,55,0,0,0,23,170.18,Southpaw,177.8,135,1,0
1455,Tim Means,,130,6,3,0,0.0,2,0,40,16,0.4,0,24,48,0,0,0,31,187.96,Orthodox,190.5,170,2,1
1456,Alex Garcia,,-470,2,1,0,1.0,5,5,102,24,0.23,0,55,136,0,5,0,27,175.26,Orthodox,182.88,170,1,0
1457,John Howard,,115,6,6,0,0.0,1,0,88,48,0.54,0,78,119,0,0,0,32,170.18,Orthodox,180.34,170,2,0
1458,Henry Briones,,650,1,0,0,0.0,0,0,106,35,0.33,0,38,109,0,0,0,34,172.72,Orthodox,175.26,135,0,1
1459,Louis Smolka,,-135,2,1,0,0.6,10,6,45,23,0.51,0,36,58,5,9,0,23,175.26,Orthodox,172.72,135,1,0
1460,Cody Pfister,,210,0,1,0,0.71,7,5,98,15,0.15,0,70,158,0,5,0,24,177.8,Orthodox,185.42,155,0,0
1461,Yoel Romero,6.0,145,5,0,0,0.5,2,1,70,42,0.6,0,44,72,0,1,0,38,182.88,Southpaw,185.42,185,4,0
1462,Lorenz Larkin,,-170,2,4,0,0.0,0,0,115,64,0.55,1,71,122,0,1,0,28,180.34,Orthodox,182.88,170,1,0
1463,Eddie Gordon,,150,1,2,0,0.0,1,0,45,12,0.26,0,39,75,0,0,0,31,182.88,Orthodox,193.04,185,1,0
1464,Steve Bosse,,155,0,0,0,0.0,0,0,1,0,0.0,0,0,1,0,0,0,33,180.34,Orthodox,182.88,205,0,0
1465,Levan Makashvili,,125,1,0,0,0.25,8,2,65,37,0.56,0,66,96,0,1,0,26,172.72,Orthodox,172.72,145,0,0
1466,Joe Merritt,,340,0,0,0,0.0,2,0,39,23,0.58,0,34,50,0,1,3,31,182.88,Orthodox,185.42,170,0,0
1467,Lewis Gonzalez,,165,0,0,0,0.33,6,2,56,21,0.37,0,53,93,0,2,1,27,177.8,Orthodox,185.42,170,0,0
1468,Tony Sims,,-120,0,0,0,0.0,1,0,19,10,0.52,1,12,21,0,0,0,29,180.34,Southpaw,177.8,155,0,0
1469,Sirwan Kakai,,-105,0,0,0,0.5,10,5,146,52,0.35,1,85,179,0,1,0,25,165.1,Orthodox,167.64,135,0,0
1470,Jessica Penne,3.0,600,1,0,0,0.0,11,0,88,25,0.28,0,28,91,0,0,0,32,165.1,Orthodox,170.18,115,0,0
1471,Tatsuya Kawajiri,15.0,130,1,1,0,0.28,14,4,39,22,0.56,0,47,68,0,5,0,37,170.18,Orthodox,175.26,145,0,1
1472,Steve Kennedy,,310,0,0,0,0.0,1,0,12,3,0.25,0,3,12,0,0,0,32,180.34,Orthodox,180.34,170,0,0
1473,Lukasz Sajewski,,130,0,0,0,0.0,1,0,86,26,0.3,0,37,97,0,0,0,24,172.72,Orthodox,180.34,155,0,0
1474,Masio Fullen,,240,1,0,0,0.0,0,0,1,1,1.0,0,1,1,0,0,0,28,177.8,Orthodox,177.8,145,0,0
1475,Alan Patrick,,140,2,0,0,0.0,7,0,38,17,0.44,0,17,38,0,0,0,31,180.34,Southpaw,187.96,155,1,0
1476,Arnold Allen,,145,0,0,0,0.25,4,1,75,23,0.3,0,33,86,1,0,0,21,172.72,Southpaw,177.8,145,0,0
1477,Noad Lahat,,165,1,1,0,0.33,3,1,100,62,0.62,0,105,148,1,4,3,31,175.26,Orthodox,175.26,145,0,0
1478,Antonio Dos Santos,,195,0,1,0,0.0,1,0,21,11,0.52,0,13,24,0,0,0,26,177.8,Orthodox,182.88,185,0,0
1479,Magomed Mustafaev,,-120,0,0,0,0.0,3,0,41,18,0.43,0,23,47,0,0,0,26,172.72,Orthodox,180.34,155,0,0
1480,Fabricio Werdum,1.0,365,7,2,0,0.33,3,1,174,96,0.55,0,101,180,1,0,0,37,193.04,Orthodox,195.58,231,4,1
1481,Eddie Alvarez,9.0,150,0,1,0,0.27,11,3,64,31,0.48,0,43,79,0,0,0,31,175.26,Orthodox,175.26,155,0,0
1482,Nate Marquardt,,400,11,7,0,0.0,2,0,49,18,0.36,0,24,57,0,0,0,36,182.88,Orthodox,187.96,185,4,3
1483,Charles Rosa,,-175,1,1,0,0.35,14,5,79,39,0.49,0,67,117,0,4,0,28,175.26,Switch,175.26,145,0,1
1484,Angela Hill,15.0,195,1,0,0,0.0,0,0,68,27,0.39,0,66,110,0,0,0,30,160.02,Orthodox,162.56,115,0,0
1485,Chico Camus,13.0,825,3,3,0,0.0,1,0,144,48,0.33,0,59,157,0,0,0,30,167.64,Orthodox,167.64,125,0,0
1486,Drew Dober,,-140,1,3,0,0.0,0,0,3,0,0.0,0,0,3,0,0,0,26,172.72,Southpaw,177.8,155,0,1
1487,Patrick Williams,,150,0,1,0,0.0,0,0,4,2,0.5,1,2,4,1,0,0,33,172.72,Orthodox,185.42,135,0,0
1488,Johnny Case,,-525,2,0,0,0.57,7,4,109,40,0.36,0,64,143,0,6,1,25,177.8,Orthodox,182.88,155,1,1
1489,Cathal Pendred,,-110,3,0,0,0.23,17,4,41,17,0.41,0,45,75,0,3,0,27,185.42,Orthodox,190.5,170,0,1
1490,Clay Collard,,-255,1,1,0,0.54,11,6,158,34,0.21,0,54,184,0,3,0,22,180.34,Orthodox,185.42,145,0,0
1491,Thiago Alves,12.0,290,13,6,0,0.0,0,0,69,34,0.49,0,35,70,1,0,0,31,175.26,Orthodox,177.8,170,7,1
1492,Charles Oliveira,8.0,-265,7,5,0,0.5,2,1,84,64,0.76,1,84,105,2,2,0,25,177.8,Orthodox,187.96,155,0,6
1493,Alex Oliveira,,-185,0,1,0,0.6,5,3,13,3,0.23,0,4,14,1,2,0,27,180.34,Orthodox,193.04,170,0,0
1494,Ryan Jimmo,,-275,3,3,0,0.0,0,0,61,35,0.57,0,46,74,0,0,0,33,185.42,Orthodox,185.42,205,2,0
1495,Norman Parke,,-255,4,2,0,0.33,12,4,83,25,0.3,0,31,89,0,2,0,28,180.34,Southpaw,177.8,155,1,0
1496,Wilson Reis,12.0,-115,3,1,0,0.0,9,0,66,28,0.42,0,45,87,0,0,1,30,162.56,Southpaw,165.1,125,0,1
1497,Nicolas Dalby,,-270,0,0,0,0.6,10,6,139,41,0.29,0,50,150,0,1,0,30,180.34,Orthodox,187.96,170,0,0
1498,Mirsad Bektic,,-430,2,0,0,0.6,5,3,69,39,0.56,1,78,123,0,2,0,24,172.72,Orthodox,177.8,145,0,0
1499,Ericka Almeida,,150,0,0,0,0.0,2,0,37,13,0.35,0,32,58,0,0,0,26,167.64,Orthodox,172.72,115,0,0
1500,Tom Breese,,-155,0,0,0,0.0,2,0,42,26,0.61,1,26,42,0,1,0,23,190.5,Southpaw,185.42,185,0,0
1501,Daniel Cormier,3.0,100,4,1,0,0.37,8,3,41,23,0.56,0,70,92,3,4,0,36,180.34,Orthodox,182.88,235,1,1
1502,Vitor Belfort,3.0,335,13,6,0,0.0,0,0,32,18,0.56,0,19,36,0,0,0,38,182.88,Southpaw,187.96,185,10,2
1503,John Makdessi,,500,6,3,0,0.0,0,0,129,72,0.55,0,72,129,0,0,0,30,172.72,Orthodox,172.72,155,3,0
1504,Andrei Arlovski,7.0,400,12,4,0,0.0,0,0,85,51,0.6,1,51,85,0,0,0,36,190.5,Orthodox,195.58,240,8,2
1505,John Moraga,4.0,525,5,2,0,0.0,3,0,75,42,0.56,0,55,92,0,0,0,31,167.64,Orthodox,167.64,125,1,3
1506,Zach Makovsky,8.0,550,3,1,0,0.0,17,0,85,37,0.43,0,39,87,0,0,0,32,162.56,Southpaw,162.56,125,0,0
1507,Joshua Burkman,,175,5,6,0,0.0,2,0,44,20,0.45,0,21,46,0,0,0,35,177.8,Orthodox,182.88,170,1,1
1508,Rafael Natal,,335,7,5,0,0.9,11,1,103,45,0.43,0,63,125,0,2,0,32,182.88,Orthodox,193.04,185,0,1
1509,Colby Covington,,-325,2,0,0,0.2,10,2,51,26,0.5,0,95,129,0,2,0,27,180.34,Orthodox,182.88,170,1,1
1510,Leo Kuntz,,400,0,0,0,0.0,0,0,25,7,0.28,0,11,30,0,0,0,31,177.8,Orthodox,187.96,155,0,0
1511,Urijah Faber,,425,8,3,0,0.0,3,0,147,48,0.32,0,50,149,0,0,0,36,167.64,Orthodox,170.18,135,0,6
1512,Luke Barnatt,,-135,3,2,0,0.5,2,1,96,42,0.43,0,98,154,0,0,0,27,198.12,Orthodox,195.58,185,1,1
1513,Neil Magny,15.0,-125,7,2,0,0.5,4,2,75,43,0.57,0,64,102,0,6,1,27,190.5,Orthodox,203.2,170,2,1
1514,Yui Chul Nam,,-155,1,0,0,0.66,3,2,60,29,0.48,0,56,92,1,3,0,33,175.26,Orthodox,175.26,145,0,0
1515,Levan Makashvili,,-390,0,0,0,0.53,13,7,57,27,0.47,0,63,98,0,4,0,26,172.72,Orthodox,172.72,145,0,0
1516,Jon Tuck,,-230,2,2,0,0.0,0,0,31,13,0.41,1,13,31,1,2,0,30,180.34,Orthodox,185.42,155,1,0
1517,Yao Zhikui,,230,0,1,0,0.16,6,1,108,9,0.8,0,12,112,0,0,0,24,165.1,Orthodox,162.56,125,0,0
1518,Kyoji Horiguchi,7.0,640,4,0,0,0.2,5,1,91,31,0.34,0,61,127,0,0,0,24,165.1,Orthodox,167.64,125,2,0
1519,CB Dollaway,11.0,125,9,6,0,0.25,8,2,131,47,0.35,1,49,134,0,0,0,31,187.96,Orthodox,193.04,185,2,2
1520,Shane Campbell,,-110,0,0,0,0.0,3,0,57,25,0.43,0,25,57,0,0,0,28,182.88,Orthodox,180.34,155,0,0
1521,Thomas Almeida,,-420,1,0,0,0.0,0,0,75,31,0.41,0,32,76,0,0,0,23,170.18,Southpaw,177.8,135,0,0
1522,Joe Riggs,,220,4,5,0,1.0,2,2,35,21,0.6,0,47,61,0,5,0,32,182.88,Southpaw,177.8,185,1,1
1523,Sarah Kaufman,5.0,-215,1,1,0,0.0,0,0,130,65,0.5,0,76,141,0,0,0,29,165.1,Orthodox,170.18,135,0,0
1524,Bryan Barberena,,335,1,0,0,0.33,3,1,202,94,0.46,0,99,207,0,0,0,25,182.88,Southpaw,182.88,170,1,0
1525,David Michaud,,280,1,1,0,0.0,0,0,52,17,0.32,0,22,57,0,0,0,26,175.26,Orthodox,182.88,155,0,0
1526,Chris Clements,,175,2,2,0,0.0,0,0,62,17,0.27,0,29,75,1,0,0,39,177.8,Orthodox,177.8,170,1,0
1527,Valerie Letourneau,,-125,1,0,0,1.0,2,2,124,38,0.3,0,50,136,2,4,1,31,170.18,Orthodox,172.72,115,0,0
1528,Aisling Daly,10.0,235,1,0,0,0.4,5,2,65,27,0.41,0,50,92,1,1,0,27,157.48,Switch,162.56,115,0,1
1529,Luke Rockhold,4.0,-145,3,1,0,1.0,1,1,44,23,0.52,0,39,63,2,4,0,30,190.5,Southpaw,195.58,185,1,2
1530,Chris Camozzi,,1050,6,6,0,0.0,0,0,14,7,0.5,0,7,14,0,0,0,28,187.96,Orthodox,193.04,185,0,1
1531,Max Holloway,9.0,135,8,3,0,0.0,0,0,198,82,0.41,0,86,202,3,2,0,23,180.34,Orthodox,175.26,155,4,1
1532,Paige VanZant,12.0,-120,1,0,0,0.4,5,2,92,67,0.72,0,199,241,0,6,2,21,162.56,Orthodox,165.1,115,1,0
1533,Beneil Dariush,,-165,4,1,0,0.5,4,2,54,27,0.5,0,55,86,1,11,0,25,177.8,Southpaw,182.88,155,0,3
1534,Patrick Cummins,13.0,-115,3,1,0,0.33,3,1,23,14,0.6,0,15,27,0,0,0,34,187.96,Orthodox,193.04,205,1,0
1535,Gian Villante,,325,2,2,0,0.0,0,0,168,70,0.41,0,70,168,0,0,0,29,190.5,Orthodox,193.04,205,1,0
1536,Aljamain Sterling,,-345,2,0,0,0.2,15,3,54,32,0.59,0,60,84,1,2,0,25,170.18,Orthodox,180.34,135,1,0
1537,Tim Means,,-155,5,3,0,1.0,2,2,130,48,0.36,1,69,151,1,2,0,31,187.96,Orthodox,190.5,170,2,0
1538,Jimy Hettes,,120,3,2,0,0.33,3,1,18,11,0.61,0,17,24,0,0,1,27,175.26,Southpaw,180.34,145,0,2
1539,Chris Dempsey,,310,0,1,0,0.25,12,3,138,44,0.31,0,65,162,0,2,0,27,177.8,Orthodox,182.88,185,0,0
1540,Jan Blachowicz,,-120,1,0,0,0.0,3,0,106,44,0.41,0,58,120,0,0,0,32,187.96,Orthodox,198.12,205,1,0
1541,Sheldon Westcott,,-230,0,1,0,0.27,11,3,45,17,0.37,0,38,70,0,0,0,30,185.42,Southpaw,180.34,170,0,0
1542,Maryna Moroz,,425,0,0,0,0.0,0,0,32,12,0.37,0,12,32,1,0,0,23,170.18,Orthodox,170.18,125,0,0
1543,Leon Edwards,,-170,0,1,0,0.0,0,0,3,3,1.0,1,3,3,0,0,0,23,182.88,Southpaw,187.96,170,0,0
1544,Garreth McLellan,,115,0,0,0,0.0,4,0,21,13,0.61,0,51,59,2,0,0,32,185.42,Southpaw,182.88,185,0,0
1545,Mickael Lebout,,425,0,0,0,0.0,0,0,111,47,0.42,0,50,114,0,0,1,27,180.34,Orthodox,185.42,155,0,0
1546,Yaotzin Meza,,115,1,3,0,1.0,2,2,25,17,0.68,0,70,82,3,11,1,34,175.26,Orthodox,187.96,145,0,1
1547,Anthony Hamilton,,115,1,2,0,0.75,4,3,100,83,0.83,0,113,131,0,2,0,34,195.58,Orthodox,193.04,260,1,0
1548,Stevie Ray,,-155,0,0,0,0.0,0,0,42,31,0.73,0,45,57,2,5,0,25,177.8,Southpaw,177.8,155,0,0
1549,Rocky Lee,,130,0,0,0,0.1,10,1,72,37,0.51,0,49,84,0,0,0,28,175.26,Orthodox,172.72,145,0,0
1550,Ryan LaFlare,14.0,-115,4,0,0,0.0,0,0,91,25,0.27,0,54,121,0,0,0,31,185.42,Southpaw,187.96,170,0,0
1551,Josh Koscheck,,365,15,9,0,0.0,3,0,21,4,0.19,0,7,24,0,0,0,37,177.8,Orthodox,185.42,170,6,3
1552,Anthony Rocco Martin,,-160,1,2,0,0.0,3,0,36,14,0.38,0,24,46,0,0,0,25,182.88,Orthodox,185.42,170,0,1
1553,Shayna Baszler,,525,0,1,0,0.0,2,0,8,1,0.12,0,1,8,0,0,0,34,170.18,Orthodox,170.18,135,0,0
1554,Alex Oliveira,,550,0,0,0,0.0,0,0,76,29,0.38,0,31,80,0,0,0,27,180.34,Orthodox,193.04,170,0,0
1555,Andre Fili,,-325,2,1,0,0.0,0,0,6,1,0.16,0,3,9,0,0,0,24,180.34,Orthodox,187.96,145,1,0
1556,Akbarh Arreola,,170,1,1,0,0.0,0,0,74,34,0.45,0,82,127,0,0,0,32,177.8,Southpaw,180.34,155,0,1
1557,Cain Carrizosa,,150,0,1,0,0.0,5,0,101,44,0.43,1,52,110,0,0,0,28,172.72,Orthodox,187.96,155,0,0
1558,Christos Giagos,,-210,0,1,0,1.0,1,1,34,18,0.52,0,37,54,1,4,0,25,177.8,Orthodox,180.34,155,0,0
1559,Fredy Serrano,,-155,0,0,0,0.25,8,2,98,20,0.2,1,20,98,0,1,0,35,160.02,Orthodox,165.1,125,0,0
1560,Rafael Dos Anjos,1.0,400,12,5,0,0.9,10,9,171,90,0.52,0,144,233,0,5,0,30,172.72,Southpaw,177.8,170,3,2
1561,Joanna Jedrzejczyk,1.0,140,2,0,0,0.0,0,0,105,53,0.5,0,55,107,0,0,0,27,167.64,Orthodox,165.1,125,0,0
1562,Matt Brown,5.0,340,12,6,0,0.0,0,0,49,23,0.46,0,39,66,0,0,0,34,182.88,Orthodox,190.5,170,9,1
1563,Alistair Overeem,9.0,-160,3,3,0,0.0,2,0,84,62,0.73,0,62,84,0,0,0,34,193.04,Orthodox,203.2,265,2,0
1564,Henry Cejudo,,-750,1,0,0,0.85,7,6,93,50,0.53,0,111,162,1,7,0,28,162.56,Orthodox,162.56,135,0,0
1565,Sam Stout,,330,9,9,0,0.0,1,0,111,23,0.2,0,23,111,0,0,0,30,175.26,Orthodox,177.8,155,1,0
1566,Roger Narvaez,,305,1,1,0,0.0,0,0,49,16,0.32,0,17,50,0,0,0,31,190.5,Southpaw,200.66,185,0,0
1567,Beneil Dariush,,110,3,1,0,1.0,1,1,51,27,0.52,0,30,54,2,4,0,25,177.8,Southpaw,182.88,155,0,2
1568,Josh Copeland,,280,0,1,0,0.0,0,0,36,9,0.25,0,19,46,0,0,0,32,185.42,Orthodox,190.5,265,0,0
1569,Ryan Benoit,,540,0,1,0,1.0,1,1,90,28,0.31,1,29,91,0,0,0,25,165.1,Orthodox,172.72,125,0,0
1570,Joe Duffy,,-710,0,0,0,0.0,0,0,40,15,0.37,1,15,40,0,0,0,27,177.8,Orthodox,185.42,155,0,0
1571,Germaine de Randamie,15.0,115,1,1,0,0.0,0,0,84,29,0.34,0,31,86,0,0,0,30,175.26,Orthodox,180.34,135,0,0
1572,Cat Zingano,1.0,540,2,0,0,0.0,0,0,1,0,0.0,0,0,1,0,0,0,32,167.64,Southpaw,172.72,145,2,0
1573,Holly Holm,13.0,-550,0,0,0,0.0,0,0,210,44,0.2,0,48,214,0,0,0,33,172.72,Southpaw,175.26,145,0,0
1574,Josh Koscheck,,130,15,8,0,0.16,6,1,40,7,0.17,0,21,55,0,0,0,37,177.8,Orthodox,185.42,170,6,3
1575,Richard Walsh,,230,1,1,0,0.0,0,0,20,10,0.5,0,14,25,0,0,0,26,182.88,Orthodox,185.42,170,0,0
1576,Gleison Tibau,,220,16,8,0,0.0,1,0,20,2,0.1,0,2,20,0,0,0,31,177.8,Southpaw,180.34,155,1,4
1577,Roan Carneiro,,240,2,3,0,0.0,0,0,3,1,0.33,0,2,4,1,2,0,36,180.34,Orthodox,187.96,170,1,0
1578,Tim Means,,-160,4,3,0,0.0,0,0,42,23,0.54,2,25,47,0,0,0,31,187.96,Orthodox,190.5,170,1,0
1579,Ruan Potts,,570,0,2,0,0.33,3,1,13,7,0.53,0,31,40,1,1,0,37,187.96,Orthodox,190.5,247,0,0
1580,Valmir Lazaro,,185,0,1,0,0.0,0,0,254,87,0.34,0,87,254,0,0,0,29,182.88,Orthodox,185.42,155,0,0
1581,Alex Torres,,-115,0,0,0,0.22,9,2,99,37,0.37,0,40,102,0,0,0,26,177.8,Orthodox,177.8,145,0,0
1582,Frank Mir,13.0,145,14,9,0,0.0,0,0,18,10,0.55,1,10,18,0,0,0,35,190.5,Southpaw,200.66,264,3,8
1583,Michael Johnson,12.0,125,7,4,0,1.0,1,1,187,38,0.2,0,43,192,0,0,0,28,177.8,Southpaw,185.42,145,3,0
1584,Sam Alvey,,280,1,1,0,0.0,0,0,8,4,0.5,1,4,8,0,0,0,28,187.96,Southpaw,190.5,205,1,0
1585,Adriano Martins,,340,2,1,0,0.75,4,3,38,12,0.31,0,17,44,0,3,0,32,177.8,Southpaw,182.88,155,1,1
1586,Frankie Saenz,,725,1,0,0,0.75,4,3,95,44,0.46,0,122,184,0,1,1,34,167.64,Orthodox,167.64,135,0,0
1587,Sean Strickland,,-200,2,0,0,0.5,4,2,167,44,0.26,0,46,169,0,0,0,23,185.42,Orthodox,193.04,170,0,1
1588,Marion Reneau,,248,1,0,0,0.0,0,0,16,6,0.37,0,9,20,1,0,0,37,167.64,Orthodox,172.72,135,0,0
1589,Cody Gibson,,-245,1,2,0,0.0,5,0,137,30,0.21,0,30,137,0,0,0,27,177.8,Orthodox,180.34,135,1,0
1590,Josh Shockley,,240,0,1,0,0.0,2,0,72,22,0.3,0,34,87,0,1,0,25,185.42,Orthodox,187.96,155,0,0
1591,Brandon Thatch,,-165,2,0,0,0.66,3,2,143,44,0.3,0,51,151,0,0,0,29,187.96,Switch,187.96,170,2,0
1592,Cole Miller,,400,10,6,0,0.0,2,0,132,31,0.23,0,35,137,0,0,0,30,185.42,Orthodox,187.96,145,1,7
1593,Kiichi Kunimoto,,645,3,0,0,0.25,4,1,28,10,0.35,0,20,40,0,1,0,33,177.8,Orthodox,180.34,170,0,1
1594,Patrick Walsh,,-115,1,0,0,0.25,4,1,296,50,0.16,0,52,298,0,1,0,26,180.34,Southpaw,180.34,185,0,0
1595,Kevin Lee,,-155,2,1,0,0.8,5,4,153,62,0.4,0,118,217,3,3,0,22,175.26,Orthodox,195.58,170,0,0
1596,Chris Kelades,,775,1,0,0,0.0,1,0,12,4,0.33,0,28,36,0,1,1,33,170.18,Orthodox,172.72,125,0,0
1597,Rodrigo de Lima,,-165,0,1,0,0.37,8,3,72,24,0.33,0,32,83,0,3,0,23,170.18,Orthodox,190.5,155,0,0
1598,Jim Alers,,210,1,0,0,0.5,2,1,63,33,0.52,0,41,76,1,1,0,28,175.26,Orthodox,180.34,145,0,0
1599,Tim Elliott,,-120,2,3,0,0.5,2,1,88,43,0.48,0,152,199,0,1,0,28,170.18,Southpaw,167.64,135,0,0
1600,Cody Pfister,,220,0,0,0,0.0,8,0,32,12,0.37,0,12,32,0,0,0,24,177.8,Orthodox,185.42,155,0,0
1601,Kelvin Gastelum,7.0,170,5,0,0,0.0,0,0,143,32,0.22,0,40,151,0,0,0,23,175.26,Southpaw,180.34,185,0,2
1602,Al Iaquinta,,-185,5,2,0,0.33,3,1,154,59,0.38,1,63,158,0,0,0,27,177.8,Orthodox,177.8,155,2,0
1603,Tim Boetsch,13.0,270,9,6,0,0.0,0,0,65,26,0.4,1,47,88,0,1,0,34,182.88,Orthodox,187.96,185,4,0
