,fighter,rank,odds,wins,losses,draw,td_pct,td_attempted,td_landed,sig_str_attempted,sig_str_landed,sig_str_pct,kd,tot_str_landed,tot_str_attempted,sub_attempts,pass,rev,age,Height_cms,Stance,Reach_cms,Weight_lbs,win_by_KO/TKO,win_by_Submission
2090,Ryan Jimmo,,-310,1,1,0,0.5,2,1,83,65,0.78,1,124,150,0,1,0,31,185.42,Orthodox,185.42,205,1,0
2091,Alexis Davis,6.0,-500,0,0,0,0.0,3,0,73,44,0.6,0,161,223,3,2,2,28,167.64,Orthodox,172.72,125,0,0
2092,Pat Barry,,105,5,5,0,0.0,0,0,3,2,0.66,0,2,3,0,0,0,33,180.34,Orthodox,187.96,235,4,0
2093,Jake Shields,,190,2,3,0,0.0,18,0,211,82,0.38,0,132,267,0,0,0,34,182.88,Orthodox,182.88,170,0,0
2094,Sam Stout,,-290,8,7,0,1.0,2,2,226,73,0.32,0,81,234,0,0,0,29,175.26,Orthodox,177.8,155,1,0
2095,Sean Pierson,,130,3,2,0,0.0,1,0,92,36,0.39,0,58,119,0,0,1,37,182.88,Southpaw,193.04,170,0,0
2096,Roland Delorme,,-136,2,1,0,0.54,11,6,45,22,0.48,0,65,100,2,11,0,29,175.26,Orthodox,180.34,135,0,2
2097,Mitch Clarke,,230,0,2,0,0.0,1,0,105,41,0.39,0,118,188,0,1,1,27,177.8,Orthodox,185.42,155,0,0
2098,Yves Jabouin,,-340,3,2,0,1.0,1,1,29,20,0.68,0,54,74,0,1,3,34,170.18,Orthodox,172.72,135,0,0
2099,Cain Velasquez,0.0,-705,9,1,0,0.0,2,0,28,18,0.64,1,18,28,0,0,0,30,185.42,Orthodox,195.58,240,7,0
2100,Junior Dos Santos,1.0,-475,9,1,0,1.0,1,1,131,74,0.56,2,80,137,0,2,0,29,193.04,Orthodox,195.58,238,7,0
2101,Glover Teixeira,4.0,-420,3,0,0,0.5,2,1,22,12,0.54,0,25,37,1,2,0,33,187.96,Orthodox,193.04,205,0,1
2102,Gray Maynard,3.0,-135,9,3,0,0.0,0,0,28,13,0.46,0,13,28,0,0,0,34,175.26,Orthodox,177.8,155,1,0
2103,Donald Cerrone,5.0,-270,6,2,0,0.57,7,4,152,78,0.51,0,130,213,0,4,0,30,185.42,Orthodox,185.42,155,2,2
2104,Mike Pyle,,150,7,3,0,0.0,0,0,74,33,0.44,0,86,133,2,1,1,37,182.88,Orthodox,187.96,170,3,2
2105,Dennis Bermudez,,-295,3,1,0,0.44,9,4,225,73,0.32,0,78,231,0,3,0,26,167.64,Orthodox,167.64,155,0,1
2106,Colton Smith,,-140,1,0,0,0.0,6,0,91,33,0.36,1,33,91,1,0,0,25,182.88,Orthodox,180.34,155,0,0
2107,Khabib Nurmagomedov,,-305,3,0,0,0.77,27,21,40,23,0.57,0,46,68,2,3,0,24,177.8,Orthodox,177.8,155,1,1
2108,Stephen Thompson,,-170,1,1,0,0.5,4,2,134,65,0.48,0,87,158,0,1,0,30,182.88,Orthodox,190.5,170,1,0
2109,Brian Bowles,8.0,-295,2,1,0,0.0,0,0,72,24,0.33,1,28,76,1,1,1,32,170.18,Orthodox,177.8,135,0,1
2110,Jeremy Stephens,,-170,7,8,0,0.6,10,6,88,49,0.55,0,82,123,1,3,0,27,172.72,Orthodox,180.34,145,3,0
2111,Vitor Belfort,2.0,-105,11,6,0,0.0,0,0,20,9,0.45,1,10,21,0,0,0,36,182.88,Southpaw,187.96,185,8,2
2112,Jacare Souza,,-600,0,0,0,0.33,3,1,16,8,0.5,0,12,21,1,4,1,33,185.42,Orthodox,182.88,185,0,0
2113,Rafael Dos Anjos,10.0,-210,7,4,0,0.0,2,0,183,66,0.36,0,86,204,0,0,0,28,172.72,Southpaw,177.8,170,1,2
2114,Rafael Natal,,-300,3,3,0,0.5,2,1,67,29,0.43,0,112,162,0,6,0,30,182.88,Orthodox,193.04,185,0,1
2115,Hacran Dias,,-109,1,0,0,0.33,3,1,86,40,0.46,0,56,103,1,2,0,28,172.72,Orthodox,175.26,155,0,0
2116,Francisco Trinaldo,,-320,2,1,0,1.0,1,1,8,5,0.62,0,6,9,1,1,0,34,175.26,Southpaw,177.8,155,1,1
2117,Gleison Tibau,,-255,11,7,0,0.5,4,2,67,21,0.31,0,23,69,1,0,0,29,177.8,Southpaw,180.34,155,1,3
2118,Paulo Thiago,,-190,4,5,0,0.5,4,2,92,46,0.5,0,98,148,0,4,0,32,180.34,Orthodox,185.42,170,1,1
2119,Iuri Alcantara,,-525,2,2,0,0.0,0,0,37,19,0.51,0,23,41,0,0,0,32,175.26,Southpaw,180.34,135,0,0
2120,Fabio Maldonado,,-265,1,3,0,0.5,2,1,151,100,0.66,0,156,211,0,0,0,33,185.42,Orthodox,190.5,205,1,0
2121,John Lineker,8.0,105,1,1,0,0.0,0,0,80,36,0.45,3,46,92,0,0,0,22,160.02,Orthodox,170.18,135,0,0
2122,Jussier Formiga,,-165,0,1,0,0.5,8,4,26,10,0.38,0,33,50,0,6,0,28,165.1,Orthodox,170.18,125,0,0
2123,Lucas Martins,,-315,0,1,0,0.0,0,0,111,39,0.35,1,44,116,0,0,0,24,182.88,Southpaw,182.88,145,0,0
2124,Jon Jones,0.0,-875,11,1,0,0.5,6,3,27,20,0.74,0,35,43,0,0,0,25,193.04,Orthodox,213.36,205,3,5
2125,Michael Bisping,4.0,-175,13,5,0,0.0,0,0,225,93,0.41,0,94,226,0,0,0,34,185.42,Orthodox,190.5,185,8,0
2126,Roy Nelson,6.0,-235,5,3,0,0.0,0,0,5,2,0.4,1,3,6,0,0,0,36,182.88,Orthodox,182.88,263,5,0
2127,Phil Davis,8.0,-280,6,2,0,0.0,1,0,268,79,0.29,0,83,272,0,0,0,28,187.96,Orthodox,200.66,205,0,3
2128,Rustam Khabilov,,-185,1,0,0,0.5,2,1,17,3,0.17,0,4,18,0,0,0,26,172.72,Orthodox,185.42,155,1,0
2129,Gian Villante,,135,0,0,0,0.0,4,0,50,28,0.56,0,35,57,0,0,0,27,190.5,Orthodox,193.04,205,0,0
2130,Sara McMann,6.0,-570,0,0,0,1.0,2,2,9,8,0.88,0,72,73,0,1,0,32,167.64,Orthodox,167.64,135,0,0
2131,Bryan Caraway,,100,2,1,0,0.42,7,3,108,43,0.39,0,125,202,1,6,0,28,172.72,Orthodox,172.72,135,0,2
2132,Leonard Garcia,,-205,2,6,0,0.0,0,0,77,15,0.19,0,30,92,0,0,0,33,177.8,Orthodox,175.26,145,0,1
2133,Steven Siler,,-115,3,1,0,0.25,4,1,109,50,0.45,0,128,201,2,3,0,26,180.34,Orthodox,177.8,145,0,1
2134,Benson Henderson,0.0,-310,6,0,0,0.0,4,0,166,68,0.4,0,92,191,0,1,0,29,175.26,Southpaw,177.8,170,0,0
2135,Frank Mir,6.0,335,14,6,0,0.0,0,0,60,24,0.4,0,53,89,0,0,0,33,190.5,Southpaw,200.66,264,3,8
2136,Nate Diaz,4.0,-145,11,6,0,1.0,1,1,74,21,0.28,0,40,94,1,0,0,28,182.88,Southpaw,193.04,170,1,8
2137,Matt Brown,,290,9,5,0,0.0,1,0,84,40,0.47,0,41,85,1,1,0,32,182.88,Orthodox,190.5,170,6,1
2138,Chad Mendes,1.0,-615,4,1,0,0.0,0,0,14,7,0.5,1,7,14,0,0,0,27,167.64,Orthodox,167.64,145,2,0
2139,Francis Carmont,,-110,4,0,0,0.18,11,2,75,12,0.16,0,13,78,0,2,0,31,190.5,Orthodox,198.12,205,0,2
2140,Ramsey Nijem,,190,3,1,0,1.0,1,1,28,6,0.21,0,10,32,0,2,1,25,180.34,Orthodox,190.5,155,1,0
2141,Joseph Benavidez,1.0,-570,4,1,0,1.0,2,2,153,57,0.37,2,63,162,0,0,0,28,162.56,Southpaw,165.1,125,1,0
2142,Tim Means,,100,2,0,0,0.0,1,0,133,43,0.32,0,68,161,0,1,1,29,187.96,Orthodox,190.5,170,1,0
2143,TJ Dillashaw,,-320,3,1,0,0.33,3,1,44,21,0.47,1,22,45,0,1,0,27,167.64,Orthodox,170.18,125,1,1
2144,Anthony Njokuani,,-175,2,3,0,0.0,1,0,46,26,0.56,1,28,48,0,0,0,33,185.42,Orthodox,190.5,155,0,0
2145,Clifford Starks,,165,1,1,0,0.0,0,0,18,3,0.16,0,3,18,0,0,0,31,182.88,Orthodox,195.58,185,0,0
2146,Urijah Faber,2.0,-440,3,2,0,0.66,6,4,163,93,0.57,0,119,200,3,4,0,33,167.64,Orthodox,170.18,135,0,2
2147,Uriah Hall,,-285,0,0,0,0.66,3,2,77,44,0.57,0,81,121,0,1,3,28,182.88,Orthodox,200.66,185,0,0
2148,Miesha Tate,1.0,105,0,0,0,0.42,7,3,42,23,0.54,0,54,80,3,5,0,26,167.64,Orthodox,165.1,135,0,0
2149,Travis Browne,,-245,4,2,0,0.0,0,0,10,9,0.9,1,11,12,0,0,0,30,198.12,Orthodox,200.66,255,2,1
2150,Josh Samman,,-455,0,0,0,0.0,0,0,62,36,0.58,1,55,83,0,0,0,25,190.5,Orthodox,200.66,185,0,0
2151,Luke Barnatt,,-115,0,0,0,0.5,2,1,232,113,0.48,0,119,238,1,0,0,24,198.12,Orthodox,195.58,185,0,0
2152,Dylan Andrews,,-130,0,0,0,0.0,0,0,24,20,0.83,1,33,40,0,0,0,33,185.42,Switch,185.42,185,0,0
2153,Bristol Marunde,,130,0,0,0,0.33,9,3,81,21,0.25,0,29,93,0,0,0,30,185.42,Orthodox,180.34,170,0,0
2154,Cole Miller,,140,7,5,0,1.0,1,1,43,5,0.11,0,6,44,1,0,0,28,185.42,Orthodox,187.96,145,1,5
2155,Sam Sicilia,,180,1,1,0,0.14,7,1,99,26,0.26,0,32,107,1,0,0,27,172.72,Orthodox,170.18,145,1,0
2156,Justin Lawrence,,100,1,1,0,0.0,0,0,2,0,0.0,0,0,2,0,0,0,22,172.72,Orthodox,170.18,145,1,0
2157,Georges St-Pierre,0.0,-545,17,2,0,0.56,16,9,167,105,0.62,0,210,285,0,2,0,31,180.34,Orthodox,193.04,185,5,2
2158,Carlos Condit,2.0,-115,5,2,0,0.0,0,0,145,42,0.28,0,94,201,0,1,0,28,187.96,Orthodox,190.5,170,3,0
2159,Jake Ellenberger,6.0,-135,7,2,0,0.0,0,0,25,13,0.52,1,13,25,0,0,0,27,175.26,Orthodox,180.34,170,3,0
2160,Nick Ring,,-145,3,1,0,0.0,1,0,225,86,0.38,0,86,225,0,0,0,34,182.88,Southpaw,187.96,185,0,1
2161,Mike Ricci,,-450,0,1,0,1.0,2,2,137,47,0.34,0,55,145,0,2,0,26,182.88,Southpaw,195.58,155,0,0
2162,Patrick Cote,,-190,5,8,0,0.0,6,0,135,72,0.53,0,97,162,0,0,0,33,180.34,Orthodox,180.34,170,2,0
2163,Antonio Carvalho,,210,2,1,0,0.0,0,0,27,9,0.33,0,13,31,0,0,0,33,175.26,Orthodox,172.72,145,1,0
2164,Dan Miller,,250,6,5,0,1.0,1,1,37,11,0.29,0,11,37,1,0,0,31,185.42,Orthodox,187.96,185,0,4
2165,John Makdessi,,-130,3,2,0,0.0,0,0,195,86,0.44,0,88,197,0,0,0,27,172.72,Orthodox,172.72,155,1,0
2166,Rick Story,,-370,7,4,0,1.0,1,1,49,20,0.4,1,26,55,0,0,0,28,175.26,Southpaw,180.34,170,1,1
2167,TJ Dillashaw,,-660,2,1,0,0.66,3,2,57,30,0.52,1,39,66,0,0,0,27,167.64,Orthodox,170.18,125,0,1
2168,George Roop,,110,2,5,0,0.66,3,2,75,33,0.44,0,125,174,1,0,0,31,185.42,Orthodox,182.88,135,1,0
2169,Ronda Rousey,,-900,0,0,0,1.0,1,1,14,7,0.5,0,41,50,1,3,0,26,170.18,Orthodox,172.72,135,0,0
2170,Lyoto Machida,2.0,-192,10,3,0,1.0,1,1,54,27,0.5,0,28,55,0,0,0,34,185.42,Southpaw,187.96,185,4,1
2171,Urijah Faber,2.0,-350,2,2,0,0.0,0,0,24,17,0.7,0,29,36,1,2,1,33,167.64,Orthodox,170.18,135,0,1
2172,Court McGee,,-370,3,2,0,0.4,5,2,334,166,0.49,0,198,368,0,2,0,28,180.34,Orthodox,190.5,170,0,2
2173,Josh Koscheck,8.0,-310,15,6,0,0.33,6,2,4,2,0.5,0,5,7,0,0,0,35,177.8,Orthodox,185.42,170,6,3
2174,Brendan Schaub,,-105,4,3,0,0.62,8,5,31,18,0.58,0,77,108,1,8,1,29,193.04,Orthodox,198.12,245,3,0
2175,Michael Chiesa,,-190,1,0,0,0.2,5,1,50,5,0.1,0,9,54,2,1,0,25,185.42,Southpaw,190.5,170,0,1
2176,Dennis Bermudez,,-410,2,1,0,0.0,9,0,209,120,0.57,1,181,277,2,1,0,26,167.64,Orthodox,167.64,155,0,1
2177,Sam Stout,,150,7,7,0,0.33,3,1,120,46,0.38,0,86,164,0,4,0,28,175.26,Orthodox,177.8,155,1,0
2178,Kenny Robertson,,135,0,2,0,1.0,1,1,13,9,0.69,0,27,32,2,3,0,29,177.8,Orthodox,187.96,170,0,0
2179,Jon Manley,,135,0,0,0,0.7,13,1,85,17,0.2,0,35,112,0,2,0,26,185.42,Orthodox,190.5,170,0,0
2180,Nah-Shon Burrell,,145,0,0,0,0.0,0,0,216,121,0.56,0,126,222,1,1,1,23,180.34,Orthodox,185.42,170,0,0
2181,Renan Barao,1.0,-295,4,0,0,0.4,10,4,112,36,0.32,0,43,121,1,4,0,26,167.64,Orthodox,177.8,135,0,1
2182,Cub Swanson,6.0,100,3,1,0,1.0,2,2,126,58,0.46,0,80,150,0,3,0,29,172.72,Orthodox,177.8,145,3,0
2183,Jimi Manuwa,,-200,1,0,0,1.0,3,3,36,18,0.5,0,18,36,0,1,0,32,185.42,Orthodox,200.66,205,0,0
2184,Gunnar Nelson,,-330,1,0,0,0.5,4,2,80,42,0.52,0,47,86,0,3,0,24,180.34,Switch,182.88,170,0,1
2185,James Te Huna,,-230,4,1,0,0.4,5,2,79,49,0.62,0,121,166,0,4,0,31,187.96,Orthodox,190.5,185,3,0
2186,Terry Etim,,-355,6,4,0,0.0,0,0,62,13,0.2,0,14,63,0,0,0,27,185.42,Orthodox,185.42,155,1,4
2187,Paul Sass,,-107,3,1,0,0.0,0,0,23,4,0.17,0,23,47,5,0,0,24,182.88,Orthodox,185.42,155,0,3
2188,Andy Ogle,,145,0,1,0,1.0,2,2,42,19,0.45,0,119,153,0,2,1,24,172.72,Orthodox,175.26,145,0,0
2189,Tom Watson,,-110,0,1,0,0.0,0,0,102,56,0.54,1,72,118,0,0,0,30,185.42,Orthodox,185.42,185,0,0
2190,Vaughan Lee,,-127,1,2,0,0.0,0,0,48,20,0.41,0,164,192,0,0,0,30,167.64,Orthodox,167.64,125,0,1
2191,Phil Harris,,185,0,1,0,1.0,1,1,150,33,0.22,0,33,150,0,0,0,29,162.56,Orthodox,162.56,125,0,0
2192,Demetrious Johnson,,-245,4,2,0,0.33,15,5,247,127,0.51,0,181,303,0,0,0,26,160.02,Orthodox,167.64,125,0,0
2193,Anthony Pettis,,-150,2,1,0,0.0,0,0,28,18,0.64,1,18,28,0,0,0,25,177.8,Orthodox,182.88,170,1,0
2194,Erik Koch,,-225,2,0,0,0.0,0,0,44,14,0.31,0,25,55,0,0,0,24,177.8,Southpaw,180.34,155,1,0
2195,TJ Grant,,-185,6,3,0,0.0,0,0,93,54,0.58,1,56,96,0,0,0,28,177.8,Orthodox,182.88,155,1,1
2196,Clay Guida,,-210,9,7,0,0.5,6,3,112,26,0.23,0,40,136,0,1,0,31,170.18,Orthodox,177.8,155,1,4
2197,Mike Stumpf,,250,0,1,0,0.25,8,2,142,63,0.44,0,87,169,0,2,0,26,177.8,Orthodox,180.34,170,0,0
2198,Ryan Bader,,-525,7,3,0,0.0,0,0,6,3,0.5,1,3,6,1,0,0,29,187.96,Orthodox,187.96,205,3,0
2199,Mike Russow,,-130,4,1,0,0.16,6,1,45,25,0.55,0,29,51,0,0,0,36,185.42,Orthodox,185.42,255,1,0
2200,Rafael Natal,,-235,2,3,0,0.66,6,4,111,64,0.57,0,122,170,4,4,0,30,182.88,Orthodox,193.04,185,0,0
2201,Simeon Thoresen,,-230,1,1,0,1.0,1,1,115,49,0.42,0,52,119,0,1,0,28,185.42,Orthodox,200.66,170,0,1
2202,Vitor Belfort,,-121,10,6,0,0.0,0,0,53,18,0.33,1,19,54,0,0,0,35,182.88,Southpaw,187.96,185,7,2
2203,Daniel Sarafian,,-140,0,0,0,0.0,6,0,98,38,0.38,1,41,102,0,2,0,30,175.26,Orthodox,185.42,185,0,0
2204,Gabriel Gonzaga,,-115,8,5,0,0.37,8,3,28,17,0.6,0,20,31,1,0,0,33,187.96,Orthodox,193.04,242,5,3
2205,Thiago Tavares,,175,7,5,0,0.0,0,0,10,2,0.2,0,2,10,0,0,0,28,170.18,Orthodox,172.72,145,1,2
2206,Godofredo Pepey,,155,0,1,0,0.0,1,0,76,36,0.47,0,104,153,0,2,1,25,170.18,Orthodox,185.42,145,0,0
2207,Ronny Markes,,-315,2,0,0,0.16,12,2,9,5,0.55,0,28,32,2,3,0,24,185.42,Orthodox,190.5,185,0,0
2208,Diego Nunes,,-135,3,2,0,0.0,0,0,32,18,0.56,0,19,33,0,0,0,30,167.64,Orthodox,170.18,145,0,0
2209,Edson Barboza,,-320,4,1,0,0.0,0,0,45,26,0.57,1,29,49,0,0,0,26,180.34,Orthodox,190.5,155,2,0
2210,Wagner Prado,,-215,0,2,0,0.0,1,0,53,28,0.52,0,41,70,0,1,1,26,182.88,Southpaw,187.96,205,0,0
2211,Francisco Trinaldo,,-440,1,1,0,0.4,5,2,19,12,0.63,0,27,34,1,4,0,34,175.26,Southpaw,177.8,155,1,0
2212,Junior Dos Santos,,-190,9,0,0,0.0,1,0,137,57,0.41,0,66,146,0,0,0,28,193.04,Orthodox,195.58,238,7,0
2213,Jim Miller,,-185,10,3,0,1.0,1,1,204,91,0.44,0,96,210,2,2,0,29,172.72,Southpaw,180.34,155,2,4
2214,Yushin Okami,,105,11,4,0,0.2,5,1,44,20,0.45,0,81,115,0,8,0,31,187.96,Southpaw,190.5,170,4,0
2215,Chris Leben,,-144,12,7,0,0.0,0,0,94,40,0.42,0,103,164,0,0,0,32,180.34,Southpaw,187.96,185,7,2
2216,Brad Pickett,,145,2,1,0,0.0,0,0,212,67,0.31,0,67,212,0,0,0,34,167.64,Orthodox,172.72,135,1,1
2217,Erik Perez,,-475,2,0,0,0.0,0,0,58,40,0.68,1,49,72,0,0,0,23,172.72,Orthodox,172.72,135,1,1
2218,Melvin Guillard,,-140,11,7,0,0.0,1,0,112,57,0.5,0,62,117,1,1,0,29,175.26,Orthodox,172.72,155,6,0
2219,Michael Johnson,,-255,4,2,0,0.0,0,0,41,6,0.14,0,10,45,0,0,0,26,177.8,Southpaw,185.42,145,2,0
2220,Philip De Fries,,315,2,1,0,1.0,1,1,13,7,0.53,0,12,18,0,0,0,26,195.58,Orthodox,208.28,250,0,1
2221,Leonard Garcia,,380,2,5,0,0.5,4,2,359,89,0.24,0,92,367,0,1,0,33,177.8,Orthodox,175.26,145,0,1
2222,Chris Cariaso,,130,4,1,0,0.5,2,1,122,39,0.31,0,41,124,0,0,0,31,160.02,Southpaw,160.02,125,0,0
2223,Roy Nelson,,-185,4,3,0,0.0,1,0,53,23,0.43,1,23,53,0,0,0,36,182.88,Orthodox,182.88,263,4,0
2224,Colton Smith,,270,0,0,0,0.43,16,7,18,15,0.83,0,88,113,1,5,0,25,182.88,Orthodox,180.34,155,0,0
2225,Pat Barry,,220,4,5,0,0.0,0,0,15,11,0.73,1,11,15,0,1,0,33,180.34,Orthodox,187.96,235,3,0
2226,Dustin Poirier,,-270,4,1,0,0.0,2,0,73,35,0.47,0,38,76,1,0,0,23,175.26,Southpaw,182.88,155,0,2
2227,Mike Pyle,,-130,6,3,0,0.0,0,0,17,9,0.52,1,9,17,0,0,0,37,182.88,Orthodox,187.96,170,2,2
2228,Johnny Bedford,,-265,1,0,0,1.0,1,1,60,34,0.56,2,45,72,0,1,0,29,177.8,Orthodox,180.34,135,1,0
2229,Vinc Pichel,,260,0,0,0,0.0,0,0,4,0,0.0,0,1,5,0,0,0,30,177.8,Orthodox,182.88,155,0,0
2230,TJ Waldburger,,-105,3,2,0,0.2,5,1,17,13,0.76,1,14,18,4,0,0,24,180.34,Orthodox,190.5,170,0,2
2231,Reuben Duran,,-125,1,1,0,0.0,0,0,30,8,0.26,0,8,30,0,0,0,29,170.18,Orthodox,175.26,135,0,1
2232,Mike Rio,,100,0,0,0,0.36,11,4,67,30,0.44,0,67,111,1,5,0,31,177.8,Orthodox,180.34,155,0,0
2233,Jared Papazian,,175,0,2,0,0.0,1,0,97,36,0.37,0,46,109,0,1,1,24,172.72,Southpaw,170.18,135,0,0
2234,George Sotiropoulos,,190,7,2,0,0.16,6,1,113,34,0.3,0,35,114,0,1,0,35,177.8,Orthodox,180.34,155,1,4
2235,Colin Fletcher,,116,0,0,0,0.0,0,0,141,56,0.39,0,66,154,0,1,0,29,187.96,Orthodox,198.12,155,0,0
2236,Hector Lombard,,-225,0,1,0,0.0,0,0,46,24,0.52,2,26,48,0,0,0,34,175.26,Southpaw,180.34,185,0,0
2237,Chad Mendes,,-1650,3,1,0,0.0,0,0,13,10,0.76,1,11,14,0,0,0,27,167.64,Orthodox,167.64,145,1,0
2238,Mike Pierce,,-400,7,3,0,0.5,12,6,48,16,0.33,0,51,93,0,1,0,32,172.72,Orthodox,177.8,170,2,1
2239,Brendan Loughnane,,210,0,0,0,0.0,2,0,119,75,0.63,1,96,142,0,0,0,23,177.8,Switch,177.8,145,0,0
2240,Nick Penner,,-140,0,1,0,0.0,0,0,18,7,0.38,1,23,37,0,1,0,32,193.04,Southpaw,195.58,205,0,0
2241,Georges St-Pierre,,-300,16,2,0,0.87,8,7,132,71,0.53,0,172,237,0,8,0,31,180.34,Orthodox,193.04,185,5,2
2242,Johny Hendricks,,-167,8,1,0,0.0,0,0,7,3,0.42,1,3,7,0,0,0,29,175.26,Southpaw,175.26,185,4,0
2243,Francis Carmont,,-245,3,0,0,0.0,2,0,84,34,0.4,0,44,94,1,0,0,31,190.5,Orthodox,198.12,205,0,2
2244,Mark Bocek,,190,7,4,0,0.0,11,0,59,19,0.32,0,33,73,1,0,0,31,172.72,Orthodox,190.5,155,0,4
2245,Mark Hominick,,-280,3,3,0,1.0,1,1,66,39,0.59,1,78,109,0,0,0,30,172.72,Orthodox,172.72,145,1,1
2246,Patrick Cote,,-210,4,8,0,0.0,0,0,33,14,0.42,0,14,33,0,0,0,32,180.34,Orthodox,180.34,170,2,0
2247,Cyrille Diabate,,-125,3,2,0,1.0,2,2,7,6,0.85,1,9,10,1,4,0,39,198.12,Southpaw,205.74,205,1,0
2248,Sam Stout,,-200,7,6,0,0.0,5,0,369,63,0.17,0,63,369,0,0,0,28,175.26,Orthodox,177.8,155,1,0
2249,Antonio Carvalho,,-205,1,1,0,0.0,0,0,150,48,0.32,0,48,150,0,0,0,33,175.26,Orthodox,172.72,145,1,0
2250,Matthew Riddle,,-220,6,4,0,0.25,4,1,163,45,0.27,0,74,195,0,0,0,26,185.42,Southpaw,187.96,170,1,0
2251,Ivan Menjivar,,-215,3,2,0,0.0,0,0,10,6,0.6,0,25,32,1,0,0,30,167.64,Orthodox,162.56,145,1,1
2252,Steven Siler,,100,3,0,0,0.0,0,0,48,15,0.31,0,61,96,1,0,0,25,180.34,Orthodox,177.8,145,0,1
2253,Rich Franklin,,-450,14,5,0,0.0,0,0,21,12,0.57,0,12,21,0,0,0,38,185.42,Southpaw,190.5,185,8,1
2254,Dong Hyun Kim,,-320,6,3,0,0.5,6,3,40,22,0.55,0,76,104,2,3,0,30,187.96,Southpaw,193.04,170,1,0
2255,Takanori Gomi,,170,2,3,0,0.5,2,1,140,54,0.38,1,88,175,0,1,0,34,170.18,Southpaw,177.8,155,2,0
2256,Tiequan Zhang,,285,1,2,0,1.0,2,2,93,40,0.43,0,46,102,0,1,0,34,172.72,Orthodox,177.8,155,0,1
2257,Takeya Mizugaki,,-440,2,2,0,1.0,4,4,112,63,0.56,0,103,164,0,2,0,28,170.18,Orthodox,172.72,135,1,0
2258,Alex Caceres,,-220,2,3,0,0.0,0,0,124,64,0.51,0,83,143,0,1,0,24,177.8,Southpaw,185.42,145,0,1
2259,Yasuhiro Urushitani,,195,0,1,0,0.0,1,0,158,62,0.39,0,62,158,0,0,0,36,165.1,Southpaw,170.0,125,0,0
2260,Riki Fukuda,,-260,1,2,0,0.6,5,3,164,85,0.51,0,229,325,0,1,0,31,182.88,Southpaw,185.42,185,0,0
2261,Anderson Silva,,-1000,15,0,0,0.0,0,0,27,19,0.7,1,27,35,0,0,0,37,187.96,Southpaw,195.58,185,10,3
2262,Glover Teixeira,,-475,1,0,0,1.0,3,3,145,85,0.58,1,117,183,1,5,0,32,187.96,Orthodox,193.04,205,0,1
2263,Jon Fitch,,177,13,3,0,0.66,9,6,131,82,0.62,0,176,234,2,4,1,34,182.88,Orthodox,193.04,170,1,3
2264,Phil Davis,,-355,5,2,0,0.83,6,5,49,29,0.59,0,59,82,2,4,0,28,187.96,Orthodox,200.66,205,0,2
2265,Demian Maia,,-115,10,4,0,0.6,5,3,8,5,0.62,0,9,12,1,1,0,34,185.42,Southpaw,182.88,170,1,5
2266,Rony Jason,,-210,1,0,0,1.0,1,1,96,46,0.47,0,52,102,1,0,0,28,170.18,Orthodox,177.8,145,0,0
2267,Gleison Tibau,,-130,10,6,0,0.83,6,5,63,36,0.57,0,96,134,2,3,0,29,177.8,Southpaw,180.34,155,1,3
2268,Diego Brandao,,-250,1,1,0,0.75,4,3,77,33,0.42,1,84,133,0,3,0,25,170.18,Orthodox,172.72,145,0,1
2269,Sergio Moraes,,-210,0,1,0,0.36,11,4,45,16,0.35,0,27,58,1,2,0,30,182.88,Orthodox,182.88,170,0,0
2270,Luiz Cane,,-145,4,4,0,0.33,3,1,133,55,0.41,0,64,142,1,1,0,31,187.96,Southpaw,195.58,185,3,0
2271,Cristiano Marcello,,135,0,1,0,0.0,1,0,241,72,0.29,0,77,251,0,0,0,34,175.26,Orthodox,182.88,155,0,0
2272,Stefan Struve,,155,8,3,0,0.0,0,0,128,57,0.44,0,57,128,0,0,0,24,210.82,Orthodox,213.36,265,3,4
2273,Dan Hardy,,-230,5,4,0,0.42,7,3,141,65,0.46,0,102,180,0,0,0,30,182.88,Orthodox,187.96,170,2,0
2274,Brad Pickett,,-156,1,1,0,0.0,1,0,48,14,0.29,1,14,48,0,0,0,34,167.64,Orthodox,172.72,135,0,1
2275,Paul Sass,,-110,3,0,0,1.0,1,1,10,6,0.6,0,14,19,0,0,0,24,182.88,Orthodox,185.42,155,0,3
2276,John Hathaway,,-255,6,1,0,0.5,2,1,135,41,0.3,0,126,231,0,4,0,25,185.42,Orthodox,190.5,170,1,0
2277,Che Mills,,-230,1,1,0,1.0,2,2,13,8,0.61,0,16,25,0,3,0,30,185.42,Orthodox,193.04,170,1,0
2278,Kyle Kingsbury,,225,4,3,0,0.25,8,2,44,28,0.63,0,58,74,0,4,0,30,193.04,Orthodox,193.04,205,1,0
2279,Andy Ogle,,-155,0,0,0,0.9,11,1,105,52,0.49,1,102,156,0,0,0,23,172.72,Orthodox,175.26,145,0,0
2280,Tom Watson,,150,0,0,0,0.0,2,0,127,65,0.51,0,72,134,0,0,0,30,185.42,Orthodox,185.42,185,0,0
2281,DaMarques Johnson,,310,4,5,0,0.0,0,0,4,1,0.25,0,1,4,0,0,0,30,185.42,Orthodox,190.5,170,2,2
2282,Jason Young,,-115,1,2,0,0.0,0,0,2,2,1.0,0,2,2,0,0,0,26,175.26,Orthodox,185.42,145,0,0
