,location,date,weight_class,finish_round,finish_round_time,no_of_rounds,finish,winner,title_bout,finish_details,r_fighter,b_fighter,date_dt
954,"London, England, United Kingdom","Mar 18, 2017",Lightweight,1,0:30,3,KO/TKO,Red,False,Punch,Marc Diakiese,Teemu Packalen,2017-03-18
955,"London, England, United Kingdom","Mar 18, 2017",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Lina Lansberg,Lucie Pudilova,2017-03-18
956,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Light Heavyweight,3,0:59,3,KO/TKO,Red,False,Punch,Mauricio Rua,Gian Villante,2017-03-11
957,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Lightweight,2,3:35,3,KO/TKO,Red,False,Flying Knee,Edson Barboza,Beneil Dariush,2017-03-11
958,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Flyweight,3,5:00,3,U-DEC,Blue,False,,Jussier Formiga,Ray Borg,2017-03-11
959,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Welterweight,2,2:38,3,SUB,Red,False,Rear Naked Choke,Alex Oliveira,Tim Means,2017-03-11
960,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Lightweight,2,3:12,3,SUB,Blue,False,Rear Naked Choke,Francisco Trinaldo,Kevin Lee,2017-03-11
961,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Sergio Moraes,Davi Ramos,2017-03-11
962,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Rani Yahya,Joe Soto,2017-03-11
963,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Lightweight,1,1:42,3,SUB,Red,False,North-South Choke,Michel Prazeres,Joshua Burkman,2017-03-11
964,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Rony Jason,Jeremy Kennedy,2017-03-11
965,"Fortaleza, Ceara, Brazil","Mar 11, 2017",Middleweight,1,1:17,3,KO/TKO,Blue,False,Punch,Garreth McLellan,Paulo Costa,2017-03-11
966,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Heavyweight,2,3:12,5,KO/TKO,Red,False,Punch,Derrick Lewis,Travis Browne,2017-02-19
967,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Johny Hendricks,Hector Lombard,2017-02-19
968,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Sam Sicilia,Gavin Tucker,2017-02-19
969,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Elias Theodorou,Cezar Ferreira,2017-02-19
970,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Women's Bantamweight,1,1:14,3,SUB,Red,False,Arm Triangle,Sara McMann,Gina Mazany,2017-02-19
971,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Nordine Taleb,Santiago Ponzinibbio,2017-02-19
972,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Women's Strawweight,3,5:00,3,S-DEC,Blue,False,,Carla Esparza,Randa Markos,2017-02-19
973,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,Aiemann Zahabi,Reginaldo Vieira,2017-02-19
974,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Middleweight,2,2:21,3,KO/TKO,Blue,False,Kick,Jack Marshman,Thiago Santos,2017-02-19
975,"Halifax, Nova Scotia, Canada","Feb 19, 2017",Middleweight,1,1:34,3,SUB,Red,False,Armbar,Gerald Meerschaert,Ryan Janes,2017-02-19
976,"Brooklyn, New York, USA","Feb 11, 2017",Women's Featherweight,5,5:00,5,U-DEC,Blue,True,,Holly Holm,Germaine de Randamie,2017-02-11
977,"Brooklyn, New York, USA","Feb 11, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Anderson Silva,Derek Brunson,2017-02-11
978,"Brooklyn, New York, USA","Feb 11, 2017",Middleweight,1,3:41,3,SUB,Red,False,Kimura,Jacare Souza,Tim Boetsch,2017-02-11
979,"Brooklyn, New York, USA","Feb 11, 2017",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Glover Teixeira,Jared Cannonier,2017-02-11
980,"Brooklyn, New York, USA","Feb 11, 2017",Lightweight,3,5:00,3,M-DEC,Red,False,,Dustin Poirier,Jim Miller,2017-02-11
981,"Brooklyn, New York, USA","Feb 11, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Randy Brown,Belal Muhammad,2017-02-11
982,"Brooklyn, New York, USA","Feb 11, 2017",Lightweight,3,5:00,3,U-DEC,Blue,False,,Nik Lentz,Islam Makhachev,2017-02-11
983,"Brooklyn, New York, USA","Feb 11, 2017",Featherweight,3,5:00,3,S-DEC,Red,False,,Rick Glenn,Phillipe Nover,2017-02-11
984,"Brooklyn, New York, USA","Feb 11, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Ryan LaFlare,Roan Carneiro,2017-02-11
985,"Denver, Colorado, USA","Jan 28, 2017",Women's Bantamweight,2,4:29,5,SUB,Red,False,Armbar,Valentina Shevchenko,Julianna Pena,2017-01-28
986,"Denver, Colorado, USA","Jan 28, 2017",Welterweight,2,1:00,3,KO/TKO,Blue,False,Punches,Donald Cerrone,Jorge Masvidal,2017-01-28
987,"Denver, Colorado, USA","Jan 28, 2017",Heavyweight,1,1:32,3,KO/TKO,Blue,False,Punch,Andrei Arlovski,Francis Ngannou,2017-01-28
988,"Denver, Colorado, USA","Jan 28, 2017",Featherweight,2,4:21,3,SUB,Blue,False,Rear Naked Choke,Alex Caceres,Jason Knight,2017-01-28
989,"Denver, Colorado, USA","Jan 28, 2017",Middleweight,3,5:00,3,U-DEC,Blue,False,,Nate Marquardt,Sam Alvey,2017-01-28
990,"Denver, Colorado, USA","Jan 28, 2017",Bantamweight,3,5:00,3,S-DEC,Red,False,,Raphael Assuncao,Aljamain Sterling,2017-01-28
991,"Denver, Colorado, USA","Jan 28, 2017",Light Heavyweight,3,5:00,3,U-DEC,Blue,False,,Henrique da Silva,Jordan Johnson,2017-01-28
992,"Denver, Colorado, USA","Jan 28, 2017",Middleweight,1,2:14,3,SUB,Red,False,Triangle Choke,Eric Spicely,Alessio Di Chirico,2017-01-28
993,"Denver, Colorado, USA","Jan 28, 2017",Light Heavyweight,1,2:27,3,KO/TKO,Red,False,Punches,Marcos Rogerio de Lima,Jeremy Kimball,2017-01-28
994,"Denver, Colorado, USA","Jan 28, 2017",Flyweight,3,5:00,3,S-DEC,Red,False,,Alexandre Pantoja,Eric Shelton,2017-01-28
995,"Denver, Colorado, USA","Jan 28, 2017",Lightweight,1,3:54,3,SUB,Red,False,D'Arce Choke,Jason Gonzalez,JC Cottrell,2017-01-28
996,"Phoenix, Arizona, USA","Jan 15, 2017",Featherweight,2,0:24,5,KO/TKO,Red,False,Punches,Yair Rodriguez,BJ Penn,2017-01-15
997,"Phoenix, Arizona, USA","Jan 15, 2017",Lightweight,3,5:00,3,S-DEC,Red,False,,Joe Lauzon,Marcin Held,2017-01-15
998,"Phoenix, Arizona, USA","Jan 15, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Court McGee,Ben Saunders,2017-01-15
999,"Phoenix, Arizona, USA","Jan 15, 2017",Flyweight,3,5:00,3,U-DEC,Blue,False,,John Moraga,Sergio Pettis,2017-01-15
1000,"Phoenix, Arizona, USA","Jan 15, 2017",Lightweight,3,5:00,3,U-DEC,Blue,False,,Devin Powell,Drakkar Klose,2017-01-15
1001,"Phoenix, Arizona, USA","Jan 15, 2017",Bantamweight,3,5:00,3,S-DEC,Blue,False,,Frankie Saenz,Augusto Mendes,2017-01-15
1002,"Phoenix, Arizona, USA","Jan 15, 2017",Heavyweight,1,2:57,3,SUB,Red,False,Other - Choke,Aleksei Oleinik,Viktor Pesta,2017-01-15
1003,"Phoenix, Arizona, USA","Jan 15, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Anthony Rocco Martin,Alex White,2017-01-15
1004,"Phoenix, Arizona, USA","Jan 15, 2017",Women's Strawweight,3,3:39,3,SUB,Blue,False,Rear Naked Choke,Jocelyn Jones-Lybarger,Nina Ansaroff,2017-01-15
1005,"Phoenix, Arizona, USA","Jan 15, 2017",Heavyweight,2,2:41,3,KO/TKO,Red,False,Knee,Walt Harris,Chase Sherman,2017-01-15
1006,"Phoenix, Arizona, USA","Jan 15, 2017",Light Heavyweight,3,2:05,3,KO/TKO,Blue,False,Punches,Bojan Mihajlovic,Joachim Christensen,2017-01-15
1007,"Phoenix, Arizona, USA","Jan 15, 2017",Heavyweight,1,2:41,3,KO/TKO,Blue,False,Punches,Dmitrii Smoliakov,Cyril Asker,2017-01-15
1008,"Las Vegas, Nevada, USA","Dec 30, 2016",Women's Bantamweight,1,0:48,5,KO/TKO,Red,True,Punches,Amanda Nunes,Ronda Rousey,2016-12-30
1009,"Las Vegas, Nevada, USA","Dec 30, 2016",Bantamweight,5,5:00,5,U-DEC,Blue,True,,Dominick Cruz,Cody Garbrandt,2016-12-30
1010,"Las Vegas, Nevada, USA","Dec 30, 2016",Bantamweight,3,5:00,3,U-DEC,Red,False,,TJ Dillashaw,John Lineker,2016-12-30
1011,"Las Vegas, Nevada, USA","Dec 30, 2016",Welterweight,3,5:00,3,S-DEC,Red,False,,Dong Hyun Kim,Tarec Saffiedine,2016-12-30
1012,"Las Vegas, Nevada, USA","Dec 30, 2016",Flyweight,3,5:00,3,U-DEC,Blue,False,,Louis Smolka,Ray Borg,2016-12-30
1013,"Las Vegas, Nevada, USA","Dec 30, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,Johny Hendricks,Neil Magny,2016-12-30
1014,"Las Vegas, Nevada, USA","Dec 30, 2016",Middleweight,3,5:00,3,U-DEC,Red,False,,Antonio Carlos Junior,Marvin Vettori,2016-12-30
1015,"Las Vegas, Nevada, USA","Dec 30, 2016",Welterweight,1,3:34,3,KO/TKO,Blue,False,Punch,Mike Pyle,Alex Garcia,2016-12-30
1016,"Las Vegas, Nevada, USA","Dec 30, 2016",Welterweight,1,4:30,3,SUB,Blue,False,Arm Triangle,Brandon Thatch,Niko Price,2016-12-30
1017,"Sacramento, California, USA","Dec 17, 2016",Women's Strawweight,1,3:21,5,SUB,Blue,False,Rear Naked Choke,Paige VanZant,Michelle Waterson,2016-12-17
1018,"Sacramento, California, USA","Dec 17, 2016",Welterweight,2,1:40,3,SUB,Blue,False,Rear Naked Choke,Sage Northcutt,Mickey Gall,2016-12-17
1019,"Sacramento, California, USA","Dec 17, 2016",Bantamweight,3,5:00,3,U-DEC,Red,False,,Urijah Faber,Brad Pickett,2016-12-17
1020,"Sacramento, California, USA","Dec 17, 2016",Welterweight,3,5:00,3,U-DEC,Red,False,,Alan Jouban,Mike Perry,2016-12-17
1021,"Sacramento, California, USA","Dec 17, 2016",Light Heavyweight,2,1:59,3,SUB,Blue,False,Armbar,Henrique da Silva,Paul Craig,2016-12-17
1022,"Sacramento, California, USA","Dec 17, 2016",Featherweight,3,5:00,3,U-DEC,Blue,False,,Cole Miller,Mizuto Hirota,2016-12-17
1023,"Sacramento, California, USA","Dec 17, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,Bryan Barberena,Colby Covington,2016-12-17
1024,"Sacramento, California, USA","Dec 17, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,James Moontasri,Alex Morono,2016-12-17
1025,"Sacramento, California, USA","Dec 17, 2016",Lightweight,3,5:00,3,U-DEC,Red,False,,Josh Emmett,Scott Holtzman,2016-12-17
1026,"Sacramento, California, USA","Dec 17, 2016",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Leslie Smith,Irene Aldana,2016-12-17
1027,"Sacramento, California, USA","Dec 17, 2016",Bantamweight,1,3:04,3,KO/TKO,Red,False,Punches,Eddie Wineland,Takeya Mizugaki,2016-12-17
1028,"Sacramento, California, USA","Dec 17, 2016",Flyweight,3,5:00,3,U-DEC,Red,False,,Hector Sandoval,Fredy Serrano,2016-12-17
1029,"Sacramento, California, USA","Dec 17, 2016",Welterweight,3,5:00,3,S-DEC,Blue,False,,Bojan Velickovic,Sultan Aliev,2016-12-17
1030,"Toronto, Ontario, Canada","Dec 10, 2016",Featherweight,3,4:50,5,KO/TKO,Red,True,Punches,Max Holloway,Anthony Pettis,2016-12-10
1031,"Toronto, Ontario, Canada","Dec 10, 2016",Welterweight,3,0:34,3,KO/TKO,Red,False,Kick,Donald Cerrone,Matt Brown,2016-12-10
1032,"Toronto, Ontario, Canada","Dec 10, 2016",Featherweight,3,5:00,3,U-DEC,Red,False,,Cub Swanson,Dooho Choi,2016-12-10
1033,"Toronto, Ontario, Canada","Dec 10, 2016",Middleweight,3,2:45,3,KO/TKO,Blue,False,Punches,Tim Kennedy,Kelvin Gastelum,2016-12-10
1034,"Toronto, Ontario, Canada","Dec 10, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,Jordan Mein,Emil Meek,2016-12-10
1035,"Toronto, Ontario, Canada","Dec 10, 2016",Light Heavyweight,1,4:38,3,SUB,Blue,False,Guillotine Choke,Nikita Krylov,Misha Cirkunov,2016-12-10
1036,"Toronto, Ontario, Canada","Dec 10, 2016",Lightweight,2,2:57,3,SUB,Red,False,Rear Naked Choke,Olivier Aubin-Mercier,Drew Dober,2016-12-10
1037,"Toronto, Ontario, Canada","Dec 10, 2016",Women's Strawweight,3,5:00,3,S-DEC,Blue,False,,Valerie Letourneau,Viviane Pereira,2016-12-10
1038,"Toronto, Ontario, Canada","Dec 10, 2016",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Mitch Gagnon,Matthew Lopez,2016-12-10
1039,"Toronto, Ontario, Canada","Dec 10, 2016",Lightweight,1,1:40,3,KO/TKO,Blue,False,Kick,John Makdessi,Lando Vannata,2016-12-10
1040,"Toronto, Ontario, Canada","Dec 10, 2016",Lightweight,3,5:00,3,U-DEC,Blue,False,,Jason Saggo,Rustam Khabilov,2016-12-10
1041,"Toronto, Ontario, Canada","Dec 10, 2016",Flyweight,3,5:00,3,S-DEC,Blue,False,,Zach Makovsky,Dustin Ortiz,2016-12-10
1042,"Melbourne, Victoria, Australia","Nov 26, 2016",Middleweight,1,4:07,5,KO/TKO,Red,False,Kick,Robert Whittaker,Derek Brunson,2016-11-26
1043,"Melbourne, Victoria, Australia","Nov 26, 2016",Lightweight,3,5:00,3,S-DEC,Blue,False,,Jake Matthews,Andrew Holbrook,2016-11-26
1044,"Melbourne, Victoria, Australia","Nov 26, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,Kyle Noke,Omari Akhmedov,2016-11-26
1045,"Melbourne, Victoria, Australia","Nov 26, 2016",Lightweight,2,2:06,3,KO/TKO,Blue,False,Punches,Yusuke Kasuya,Alexander Volkanovski,2016-11-26
1046,"Melbourne, Victoria, Australia","Nov 26, 2016",Light Heavyweight,1,4:07,3,SUB,Blue,False,Rear Naked Choke,Khalil Rountree Jr.,Tyson Pedro,2016-11-26
1047,"Melbourne, Victoria, Australia","Nov 26, 2016",Middleweight,3,5:00,3,U-DEC,Red,False,,Daniel Kelly,Chris Camozzi,2016-11-26
1048,"Melbourne, Victoria, Australia","Nov 26, 2016",Lightweight,3,5:00,3,S-DEC,Red,False,,Damien Brown,Jon Tuck,2016-11-26
1049,"Melbourne, Victoria, Australia","Nov 26, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,Richard Walsh,Jonathan Meunier,2016-11-26
1050,"Melbourne, Victoria, Australia","Nov 26, 2016",Flyweight,3,5:00,3,U-DEC,Red,False,,Ben Nguyen,Geane Herrera,2016-11-26
1051,"Melbourne, Victoria, Australia","Nov 26, 2016",Featherweight,3,5:00,3,U-DEC,Blue,False,,Dan Hooker,Jason Knight,2016-11-26
1052,"Melbourne, Victoria, Australia","Nov 26, 2016",Flyweight,3,5:00,3,U-DEC,Blue,False,,Yao Zhikui,Jenel Lausa,2016-11-26
1053,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Light Heavyweight,3,3:51,5,KO/TKO,Red,False,Punches,Ryan Bader,Rogerio Nogueira,2016-11-19
1054,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Bantamweight,2,1:37,3,KO/TKO,Red,False,Punches,Thomas Almeida,Albert Morales,2016-11-19
1055,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Women's Strawweight,3,5:00,3,U-DEC,Red,False,,Claudia Gadelha,Cortney Casey,2016-11-19
1056,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Middleweight,3,5:00,3,U-DEC,Blue,False,,Thales Leites,Krzysztof Jotko,2016-11-19
1057,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Welterweight,3,5:00,3,U-DEC,Blue,False,,Warlley Alves,Kamaru Usman,2016-11-19
1058,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Welterweight,3,5:00,3,S-DEC,Red,False,,Sergio Moraes,Zak Ottow,2016-11-19
1059,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Middleweight,2,2:11,3,SUB,Red,False,Arm Triangle,Cezar Ferreira,Jack Hermansson,2016-11-19
1060,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Light Heavyweight,1,1:07,3,SUB,Blue,False,Guillotine Choke,Marcos Rogerio de Lima,Gadzhimurad Antigulov,2016-11-19
1061,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Bantamweight,2,0:46,3,KO/TKO,Red,False,Punch,Johnny Eduardo,Manvel Gamburyan,2016-11-19
1062,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Heavyweight,3,2:12,3,SUB,Red,False,Guillotine Choke,Luis Henrique,Christian Colombo,2016-11-19
1063,"Sao Paulo, Sao Paulo, Brazil","Nov 19, 2016",Bantamweight,2,1:55,3,SUB,Red,False,Guillotine Choke,Pedro Munhoz,Justin Scoggins,2016-11-19
1064,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Middleweight,1,4:37,5,KO/TKO,Red,False,Punches,Gegard Mousasi,Uriah Hall,2016-11-19
1065,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Lightweight,3,5:00,3,S-DEC,Blue,False,,Ross Pearson,Stevie Ray,2016-11-19
1066,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Featherweight,3,5:00,3,U-DEC,Red,False,,Artem Lobov,Teruto Ishihara,2016-11-19
1067,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Middleweight,2,3:40,3,KO/TKO,Blue,False,Punch,Magnus Cedenblad,Jack Marshman,2016-11-19
1068,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Flyweight,3,5:00,3,U-DEC,Red,False,,Kyoji Horiguchi,Ali Bagautinov,2016-11-19
1069,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Lightweight,2,4:31,3,SUB,Red,False,Rear Naked Choke,Kevin Lee,Magomed Mustafaev,2016-11-19
1070,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Anna Elmose,Amanda Cooper,2016-11-19
1071,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Heavyweight,1,2:16,3,SUB,Red,False,Rear Naked Choke,Justin Ledet,Mark Godbeer,2016-11-19
1072,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Welterweight,2,4:02,3,SUB,Red,False,Armbar,Zak Cummings,Alexander Yakovlev,2016-11-19
1073,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Women's Bantamweight,3,3:03,3,KO/TKO,Red,False,Elbows,Marion Reneau,Milana Dudieva,2016-11-19
1074,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Bantamweight,3,5:00,3,U-DEC,Red,False,,Brett Johns,Kwan Ho Kwak,2016-11-19
1075,"Belfast, Northern Ireland, United Kingdom","Nov 19, 2016",Welterweight,1,0:53,3,KO/TKO,Blue,False,Punch,Charlie Ward,Abdul Razak Alhassan,2016-11-19
1076,"New York City, New York, USA","Nov 12, 2016",Lightweight,2,3:04,5,KO/TKO,Blue,True,Punches,Eddie Alvarez,Conor McGregor,2016-11-12
1077,"New York City, New York, USA","Nov 12, 2016",Women's Strawweight,5,5:00,5,U-DEC,Red,True,,Joanna Jedrzejczyk,Karolina Kowalkiewicz,2016-11-12
1078,"New York City, New York, USA","Nov 12, 2016",Middleweight,3,0:24,3,KO/TKO,Blue,False,Flying Knee,Chris Weidman,Yoel Romero,2016-11-12
1079,"New York City, New York, USA","Nov 12, 2016",Women's Bantamweight,3,5:00,3,U-DEC,Blue,False,,Miesha Tate,Raquel Pennington,2016-11-12
1080,"New York City, New York, USA","Nov 12, 2016",Featherweight,3,5:00,3,U-DEC,Red,False,,Frankie Edgar,Jeremy Stephens,2016-11-12
1081,"New York City, New York, USA","Nov 12, 2016",Lightweight,3,2:31,3,SUB,Red,False,Kimura,Khabib Nurmagomedov,Michael Johnson,2016-11-12
1082,"New York City, New York, USA","Nov 12, 2016",Middleweight,1,3:22,3,KO/TKO,Blue,False,Punches,Rafael Natal,Tim Boetsch,2016-11-12
1083,"New York City, New York, USA","Nov 12, 2016",Welterweight,1,1:19,3,KO/TKO,Red,False,Punches,Vicente Luque,Belal Muhammad,2016-11-12
1084,"New York City, New York, USA","Nov 12, 2016",Catch Weight,3,5:00,3,U-DEC,Red,False,,Jim Miller,Thiago Alves,2016-11-12
1085,"New York City, New York, USA","Nov 12, 2016",Women's Bantamweight,3,5:00,3,S-DEC,Red,False,,Liz Carmouche,Katlyn Chookagian,2016-11-12
1086,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Featherweight,3,5:00,3,U-DEC,Red,False,,Renan Barao,Phillipe Nover,2016-09-24
1087,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Heavyweight,2,4:10,3,KO/TKO,Red,False,Punch,Roy Nelson,Antonio Silva,2016-09-24
1088,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Lightweight,3,2:25,3,KO/TKO,Red,False,,Francisco Trinaldo,Paul Felder,2016-09-24
1089,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Middleweight,1,2:58,3,SUB,Blue,False,Rear Naked Choke,Thiago Santos,Eric Spicely,2016-09-24
1090,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Featherweight,1,3:03,3,SUB,Red,False,Rear Naked Choke,Godofredo Pepey,Mike de la Torre,2016-09-24
1091,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Lightweight,3,5:00,3,U-DEC,Blue,False,,Gilbert Burns,Michel Prazeres,2016-09-24
1092,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Bantamweight,3,5:00,3,U-DEC,Red,False,,Rani Yahya,Michinori Tanaka,2016-09-24
1093,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Flyweight,3,5:00,3,U-DEC,Red,False,,Jussier Formiga,Dustin Ortiz,2016-09-24
1094,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Welterweight,3,3:57,3,SUB,Red,False,Rear Naked Choke,Erick Silva,Luan Chagas,2016-09-24
1095,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Lightweight,3,5:00,3,U-DEC,Red,False,,Alan Patrick,Stevie Ray,2016-09-24
1096,"Brasilia, Distrito Federal, Brazil","Sep 24, 2016",Welterweight,1,1:00,3,KO/TKO,Red,False,Punch,Vicente Luque,Hector Urbina,2016-09-24
1097,"Hidalgo, Texas, USA","Sep 17, 2016",Lightweight,1,1:35,5,KO/TKO,Blue,False,Punches,Dustin Poirier,Michael Johnson,2016-09-17
1098,"Hidalgo, Texas, USA","Sep 17, 2016",Middleweight,1,1:41,3,KO/TKO,Blue,False,Punches,Uriah Hall,Derek Brunson,2016-09-17
1099,"Hidalgo, Texas, USA","Sep 17, 2016",Lightweight,3,5:00,3,U-DEC,Red,False,,Evan Dunham,Rick Glenn,2016-09-17
1100,"Hidalgo, Texas, USA","Sep 17, 2016",Welterweight,3,5:00,3,S-DEC,Red,False,,Roan Carneiro,Kenny Robertson,2016-09-17
1101,"Hidalgo, Texas, USA","Sep 17, 2016",Lightweight,3,5:00,3,U-DEC,Blue,False,,Chris Wade,Islam Makhachev,2016-09-17
1102,"Hidalgo, Texas, USA","Sep 17, 2016",Featherweight,1,0:19,3,SUB,Red,False,D'Arce Choke,Chas Skelly,Maximo Blanco,2016-09-17
1103,"Hidalgo, Texas, USA","Sep 17, 2016",Featherweight,2,1:20,3,SUB,Red,False,Guillotine Choke,Gabriel Benitez,Sam Sicilia,2016-09-17
1104,"Hidalgo, Texas, USA","Sep 17, 2016",Welterweight,3,4:19,3,KO/TKO,Blue,False,Punches,Augusto Montano,Belal Muhammad,2016-09-17
1105,"Hidalgo, Texas, USA","Sep 17, 2016",Bantamweight,3,5:00,3,U-DEC,Red,False,,Jose Quinonez,Joey Gomez,2016-09-17
1106,"Hidalgo, Texas, USA","Sep 17, 2016",Welterweight,3,0:18,3,SUB,Blue,False,Guillotine Choke,Erick Montano,Randy Brown,2016-09-17
1107,"Cleveland, Ohio, USA","Sep 10, 2016",Heavyweight,1,4:27,5,KO/TKO,Red,True,Punch,Stipe Miocic,Alistair Overeem,2016-09-10
1108,"Cleveland, Ohio, USA","Sep 10, 2016",Heavyweight,3,5:00,3,U-DEC,Red,False,,Fabricio Werdum,Travis Browne,2016-09-10
1109,"Cleveland, Ohio, USA","Sep 10, 2016",Welterweight,1,2:14,3,SUB,Blue,False,Rear Naked Choke,CM Punk,Mickey Gall,2016-09-10
1110,"Cleveland, Ohio, USA","Sep 10, 2016",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Urijah Faber,Jimmie Rivera,2016-09-10
1111,"Cleveland, Ohio, USA","Sep 10, 2016",Women's Strawweight,1,4:38,3,SUB,Red,False,Guillotine Choke,Jessica Andrade,Joanne Calderwood,2016-09-10
1112,"Cleveland, Ohio, USA","Sep 10, 2016",Women's Bantamweight,3,5:00,3,S-DEC,Blue,False,,Jessica Eye,Bethe Correia,2016-09-10
1113,"Cleveland, Ohio, USA","Sep 10, 2016",Middleweight,3,5:00,3,S-DEC,Red,False,,Brad Tavares,Caio Magalhaes,2016-09-10
1114,"Cleveland, Ohio, USA","Sep 10, 2016",Lightweight,2,4:17,3,KO/TKO,Red,False,Punches,Nik Lentz,Michael McBride,2016-09-10
1115,"Cleveland, Ohio, USA","Sep 10, 2016",Lightweight,1,1:45,3,KO/TKO,Red,False,Punch,Drew Dober,Jason Gonzalez,2016-09-10
1116,"Cleveland, Ohio, USA","Sep 10, 2016",Welterweight,2,0:49,3,SUB,Red,False,Rear Naked Choke,Yancy Medeiros,Sean Spencer,2016-09-10
1117,"Vancouver, British Columbia, Canada","Aug 27, 2016",Welterweight,1,1:52,5,SUB,Red,False,Rear Naked Choke,Demian Maia,Carlos Condit,2016-08-27
1118,"Vancouver, British Columbia, Canada","Aug 27, 2016",Featherweight,3,1:49,3,SUB,Red,False,Guillotine Choke,Anthony Pettis,Charles Oliveira,2016-08-27
1119,"Vancouver, British Columbia, Canada","Aug 27, 2016",Women's Strawweight,2,0:17,3,KO/TKO,Red,False,Kick,Paige VanZant,Bec Rawlings,2016-08-27
1120,"Vancouver, British Columbia, Canada","Aug 27, 2016",Lightweight,3,5:00,3,S-DEC,Blue,False,,Joe Lauzon,Jim Miller,2016-08-27
